freq (Hz),X (m^2/s^3),Y (m^2/s^3),Z (m^2/s^3)
15.7967,0.00997658,0.00752865,0.00666267
15.8211,0.00622978,0.00577022,0.00429399
15.8455,0.00316103,0.00348435,0.00624279
15.8699,0.00558626,0.00533226,0.005768
15.8942,0.00726166,0.00326977,0.00635524
15.9186,0.00502001,0.00381231,0.00694255
15.943,0.00756532,0.00903573,0.00183371
15.9674,0.00741942,0.00978429,0.00541279
15.9918,0.00379565,0.00345508,0.00554653
16.0161,0.00683371,0.00878745,0.00431296
16.0405,0.00753485,0.0118237,0.00831594
16.0649,0.00979761,0.0111884,0.00979069
16.0893,0.0117022,0.00720777,0.00941298
16.1136,0.0117339,0.00733701,0.00828735
16.138,0.0126272,0.00822254,0.0116155
16.1624,0.00662571,0.00786718,0.00415111
16.1868,0.00631976,0.00590025,0.00370189
16.2112,0.00756666,0.00592005,0.00366199
16.2355,0.0119092,0.00572745,0.00476202
16.2599,0.00877189,0.00374527,0.00332457
16.2843,0.00972558,0.00887718,0.00544483
16.3087,0.00494077,0.00584186,0.00554104
16.333,0.00612733,0.00670095,0.00266504
16.3574,0.00427724,0.00710076,0.00315545
16.3818,0.00836653,0.00791216,0.00473247
16.4062,0.00993632,0.00710654,0.00408731
16.4306,0.00314039,0.00313827,0.00225158
16.4549,0.00491209,0.00547399,0.00346564
16.4793,0.00598101,0.00655796,0.00721535
16.5037,0.00691061,0.00603777,0.012862
16.5281,0.00393825,0.00345372,0.00637209
16.5524,0.00736132,0.0086907,0.00730937
16.5768,0.00586962,0.00520498,0.00511569
16.6012,0.00457146,0.00516364,0.00316542
16.6256,0.00653004,0.00599817,0.00615185
16.65,0.00905658,0.00658047,0.00791429
16.6743,0.00912847,0.0104444,0.00567549
16.6987,0.00506229,0.00721789,0.00591115
16.7231,0.00671391,0.00338708,0.00503352
16.7475,0.00707195,0.00315753,0.00588337
16.7718,0.00640701,0.00289804,0.00812397
16.7962,0.00547436,0.00428374,0.00643253
16.8206,0.00325411,0.00374012,0.00485908
16.845,0.00391103,0.00178344,0.00759559
16.8694,0.00400399,0.0016207,0.00714443
16.8937,0.00661548,0.00243663,0.00236207
16.9181,0.00632619,0.00586015,0.00236954
16.9425,0.00334497,0.00239486,0.00237239
16.9669,0.00438109,0.00201937,0.00239108
16.9912,0.00701049,0.00570253,0.00623634
17.0156,0.00645809,0.00453842,0.0082685
17.04,0.00346806,0.0051167,0.00668148
17.0644,0.00593174,0.00514357,0.00581063
17.0888,0.00893143,0.00815898,0.00578846
17.1131,0.00696818,0.0075383,0.00263108
17.1375,0.00413776,0.00291295,0.00321429
17.1619,0.00217404,0.00220608,0.00245583
17.1863,0.00285132,0.00216633,0.00234085
17.2106,0.00466634,0.00212463,0.00410916
17.235,0.00315292,0.00264583,0.00140069
17.2594,0.00396177,0.00236683,0.00132905
17.2838,0.00471802,0.00215427,0.00317256
17.3082,0.00368641,0.0041509,0.00419842
17.3325,0.00321715,0.00304095,0.0020402
17.3569,0.00316624,0.00200644,0.00135311
17.3813,0.00314134,0.00286811,0.0027923
17.4057,0.00379259,0.00353483,0.00504704
17.43,0.00404736,0.0024871,0.00318053
17.4544,0.00625613,0.00333006,0.00491466
17.4788,0.00485458,0.00343084,0.00423504
17.5032,0.00238173,0.00303775,0.00478213
17.5276,0.00460282,0.00354896,0.00441857
17.5519,0.00362474,0.00329848,0.00467404
17.5763,0.00273721,0.00241143,0.00305225
17.6007,0.00264141,0.00214708,0.00181878
17.6251,0.00199198,0.00264703,0.00346177
17.6494,0.00280873,0.00286955,0.00267522
17.6738,0.00330308,0.00329287,0.00362674
17.6982,0.00202688,0.00368101,0.0039151
17.7226,0.00322161,0.00312515,0.00377641
17.747,0.00452704,0.00232223,0.00611041
17.7713,0.00201611,0.00159164,0.00682509
17.7957,0.00100292,0.00173145,0.00337412
17.8201,0.00251098,0.00254887,0.00255091
17.8445,0.00196158,0.00139869,0.0019782
17.8688,0.00268336,0.00170875,0.00208108
17.8932,0.0037196,0.00215824,0.00656911
17.9176,0.00236328,0.00128547,0.00614353
17.942,0.00161434,0.00170363,0.00269759
17.9664,0.00243164,0.00323364,0.00306109
17.9907,0.00269871,0.00351327,0.0031519
18.0151,0.00244698,0.00195306,0.0031306
18.0395,0.0023299,0.00156625,0.00242958
18.0639,0.00411659,0.00247241,0.004206
18.0882,0.00573174,0.0030746,0.00225289
18.1126,0.00500778,0.00249771,0.00332988
18.137,0.00384922,0.00275031,0.00428003
18.1614,0.00213374,0.0014607,0.00379419
18.1858,0.00371191,0.00227573,0.00376723
18.2101,0.00481521,0.00281317,0.00305944
18.2345,0.0022268,0.00172863,0.00244772
18.2589,0.00253684,0.00164414,0.00295982
18.2833,0.00286263,0.00338191,0.00186754
18.3076,0.00308147,0.00241368,0.00461709
18.332,0.00266421,0.00212275,0.00323235
18.3564,0.00185176,0.00128724,0.00503685
18.3808,0.00237641,0.00151802,0.00443805
18.4051,0.00198464,0.00304784,0.00419827
18.4295,0.00362374,0.00199122,0.00326824
18.4539,0.00280226,0.00209943,0.00366748
18.4783,0.00151245,0.00198817,0.00323577
18.5027,0.000864032,0.000832458,0.00287856
18.527,0.00213932,0.00106978,0.00136919
18.5514,0.00233837,0.00234416,0.00242397
18.5758,0.00166588,0.00270244,0.00296431
18.6002,0.00132567,0.00237369,0.00614282
18.6245,0.001141,0.00137461,0.00518726
18.6489,0.00352568,0.00265566,0.00271914
18.6733,0.00325779,0.00309038,0.00415553
18.6977,0.00197871,0.00106234,0.00487496
18.7221,0.00406762,0.00246927,0.00197487
18.7464,0.00183797,0.00157268,0.00139663
18.7708,0.00143747,0.00217049,0.00351541
18.7952,0.00375728,0.00540196,0.0029839
18.8196,0.00261444,0.00319725,0.00290047
18.8439,0.00350704,0.00165565,0.00238871
18.8683,0.00122717,0.00177761,0.00307085
18.8927,0.00123614,0.00206018,0.00381149
18.9171,0.00170916,0.00165194,0.00482865
18.9415,0.00187952,0.00206521,0.00542857
18.9658,0.00102586,0.00254604,0.00238899
18.9902,0.00152876,0.00243464,0.0011226
19.0146,0.00245006,0.00271526,0.00266258
19.039,0.00233929,0.00360718,0.00219132
19.0633,0.000822676,0.00212287,0.00249711
19.0877,0.00141645,0.00251028,0.0029248
19.1121,0.00438967,0.00388634,0.00327529
19.1365,0.00258002,0.00188736,0.00295201
19.1609,0.000886789,0.000693214,0.00367206
19.1852,0.00121619,0.00101929,0.0028453
19.2096,0.00126942,0.00115822,0.00352726
19.234,0.00243455,0.00242897,0.00238126
19.2584,0.00130589,0.00137741,0.00143392
19.2827,0.00129918,0.00127436,0.00217481
19.3071,0.000957147,0.00109143,0.00322741
19.3315,0.000978529,0.00143526,0.00216606
19.3559,0.00145261,0.00147407,0.00138282
19.3803,0.00182737,0.00186159,0.00148338
19.4046,0.00231063,0.00218344,0.0025916
19.429,0.00113576,0.00220655,0.00265844
19.4534,0.00206606,0.00209631,0.00180023
19.4778,0.00140726,0.00152006,0.00171803
19.5021,0.000921344,0.000607424,0.00218643
19.5265,0.00126907,0.0012246,0.00116206
19.5509,0.00172135,0.00175481,0.00106552
19.5753,0.00127319,0.00161478,0.00224282
19.5997,0.000590698,0.00148903,0.00163193
19.624,0.00115253,0.00128006,0.000947714
19.6484,0.00133519,0.00173179,0.00327848
19.6728,0.00165256,0.001928,0.00260249
19.6972,0.0010962,0.000947873,0.00249644
19.7215,0.00212672,0.00111543,0.0039021
19.7459,0.0018651,0.00108643,0.00340055
19.7703,0.00149177,0.00129707,0.00360592
19.7947,0.00202752,0.00211199,0.00281826
19.8191,0.000780837,0.00157004,0.00221947
19.8434,0.000539957,0.00118963,0.00423681
19.8678,0.00141123,0.0026943,0.00570405
19.8922,0.000998424,0.00175928,0.00566896
19.9166,0.000918745,0.00110858,0.00409068
19.9409,0.000688499,0.00132625,0.00218405
19.9653,0.00176746,0.000656903,0.00251782
19.9897,0.00233105,0.000443915,0.00582109
20.0141,0.00190815,0.000768054,0.0065442
20.0385,0.00127103,0.00128675,0.00416796
20.0628,0.000530083,0.00155462,0.00362634
20.0872,0.00042621,0.00229186,0.00562293
20.1116,0.000892002,0.00231248,0.00277344
20.136,0.000859764,0.00191151,0.00242179
20.1603,0.00160435,0.00140589,0.00213618
20.1847,0.00182686,0.000754868,0.00514337
20.2091,0.00231429,0.00132102,0.00520537
20.2335,0.00179312,0.00164762,0.00457295
20.2579,0.000482031,0.00141902,0.00307161
20.2822,0.00147877,0.00101002,0.00486027
20.3066,0.00145254,0.000855934,0.00411128
20.331,0.00123728,0.00163451,0.00289242
20.3554,0.00155323,0.0011474,0.00367985
20.3797,0.00145233,0.00153418,0.0053344
20.4041,0.000835218,0.00138112,0.00396026
20.4285,0.000484862,0.0011774,0.00156517
20.4529,0.000661356,0.00076929,0.00188168
20.4773,0.00100815,0.000764859,0.00177481
20.5016,0.000575983,0.000697769,0.00259636
20.526,0.000779694,0.00050347,0.00187681
20.5504,0.00113855,0.000606319,0.00191323
20.5748,0.0016327,0.00190792,0.00229356
20.5991,0.00114076,0.00193784,0.00443139
20.6235,0.000539555,0.000968586,0.0030618
20.6479,0.00138874,0.000821819,0.00297273
20.6723,0.00127791,0.000857083,0.002572
20.6967,0.000829713,0.000924645,0.00259627
20.721,0.000986696,0.000660315,0.00181407
20.7454,0.00118163,0.00147626,0.00338251
20.7698,0.00125618,0.00159083,0.00491342
20.7942,0.000803753,0.00212552,0.00369765
20.8185,0.00141957,0.00115889,0.00338198
20.8429,0.00195215,0.00100541,0.0022713
20.8673,0.00114779,0.000738551,0.00215616
20.8917,0.00108925,0.000968342,0.00242682
20.9161,0.000592824,0.000719685,0.00204098
20.9404,0.00109168,0.00117763,0.0019547
20.9648,0.000761791,0.000959917,0.001311
20.9892,0.000854289,0.000711232,0.00174435
21.0136,0.00076586,0.00115194,0.00208636
21.0379,0.00125481,0.00196604,0.00239444
21.0623,0.00109837,0.00155058,0.00193087
21.0867,0.00071131,0.00221314,0.00271468
21.1111,0.000871916,0.00201401,0.0022701
21.1355,0.0011499,0.00179071,0.00187834
21.1598,0.000874759,0.000958774,0.00192936
21.1842,0.000671321,0.000945544,0.00174235
21.2086,0.000887181,0.00066614,0.00264577
21.233,0.00102921,0.00119824,0.00288254
21.2573,0.00096978,0.00170534,0.00268054
21.2817,0.000909225,0.000907515,0.00273886
21.3061,0.00120012,0.00125141,0.00288026
21.3305,0.00107657,0.00148739,0.00342626
21.3548,0.000802923,0.00152707,0.00367333
21.3792,0.000688496,0.000820712,0.00304342
21.4036,0.00109266,0.00100747,0.0022437
21.428,0.00055691,0.000797702,0.00269082
21.4524,0.000609137,0.00104694,0.00236035
21.4767,0.000680484,0.0012336,0.00245649
21.5011,0.000495271,0.00109675,0.00168432
21.5255,0.000829089,0.00122459,0.00180168
21.5499,0.00064544,0.00096394,0.00257787
21.5742,0.000543622,0.00126928,0.00434848
21.5986,0.000685221,0.000655735,0.00371071
21.623,0.000556924,0.000617765,0.00290845
21.6474,0.000890361,0.00103218,0.00429741
21.6718,0.000888384,0.0010453,0.00251266
21.6961,0.00129778,0.00118033,0.00316347
21.7205,0.00121454,0.00156775,0.0031628
21.7449,0.000954291,0.00198631,0.00171053
21.7693,0.00104301,0.00150015,0.00258183
21.7936,0.0004368,0.000905773,0.00277397
21.818,0.000427387,0.000397028,0.0025244
21.8424,0.000586372,0.000761518,0.00243533
21.8668,0.000784177,0.0016191,0.00241396
21.8912,0.00108604,0.00201774,0.00115491
21.9155,0.000588379,0.00139965,0.00132151
21.9399,0.000721059,0.0020218,0.00277782
21.9643,0.000527802,0.000940117,0.00262461
21.9887,0.00115576,0.00119094,0.00310899
22.013,0.00138029,0.00124239,0.00388291
22.0374,0.000422521,0.000476721,0.00290086
22.0618,0.000598334,0.000922062,0.00212031
22.0862,0.000621947,0.00132725,0.00316807
22.1106,0.00076768,0.00167507,0.00331601
22.1349,0.00157365,0.00227481,0.0047995
22.1593,0.000753306,0.00151935,0.00301436
22.1837,0.00103121,0.00192704,0.00278116
22.2081,0.000672321,0.0017624,0.00299804
22.2324,0.000259824,0.00151358,0.00239114
22.2568,0.000675958,0.00102084,0.00250399
22.2812,0.000496335,0.000531481,0.00248209
22.3056,0.000826543,0.000650308,0.00265297
22.33,0.000328969,0.000681967,0.0024556
22.3543,0.000827875,0.00133724,0.00288791
22.3787,0.000613164,0.00180832,0.00241141
22.4031,0.00048669,0.00109397,0.00293086
22.4275,0.000479578,0.00120683,0.00114626
22.4518,0.000631343,0.00110812,0.00113707
22.4762,0.000670388,0.000836051,0.0010893
22.5006,0.000813264,0.000704109,0.00308299
22.525,0.000517567,0.0004867,0.00222598
22.5494,0.000542635,0.000421618,0.00328277
22.5737,0.000736401,0.000515833,0.00453939
22.5981,0.00104372,0.000775582,0.00261837
22.6225,0.00097677,0.000936396,0.0019801
22.6469,0.000857574,0.000993456,0.00216723
22.6712,0.000334936,0.00105508,0.00265132
22.6956,0.000502975,0.00178176,0.00236543
22.72,0.000734285,0.00221239,0.0029924
22.7444,0.000687069,0.00140563,0.0028551
22.7688,0.00120879,0.00162222,0.00454644
22.7931,0.00124734,0.000865473,0.00315757
22.8175,0.000816288,0.000718555,0.00195218
22.8419,0.00098231,0.000801503,0.00271351
22.8663,0.000722405,0.00158413,0.00245569
22.8906,0.000759478,0.00100609,0.00122763
22.915,0.000713739,0.00133267,0.0033701
22.9394,0.000943469,0.00106695,0.0046833
22.9638,0.000745251,0.000342005,0.00251737
22.9882,0.00104241,0.00066292,0.00333901
23.0125,0.000915073,0.0011372,0.00514507
23.0369,0.000655634,0.000484583,0.00352724
23.0613,0.000535599,0.000454832,0.00321894
23.0857,0.0009974,0.000741815,0.00194642
23.11,0.000470287,0.000809374,0.00217435
23.1344,0.00025067,0.000912216,0.00292838
23.1588,0.000317305,0.00118001,0.00121247
23.1832,0.000353364,0.000975768,0.000811086
23.2076,0.000582696,0.0011475,0.00140658
23.2319,0.000567221,0.00128973,0.00293728
23.2563,0.000754543,0.00121008,0.00157139
23.2807,0.000648865,0.000692631,0.00205532
23.3051,0.000674594,0.000635884,0.00414842
23.3294,0.000646589,0.00065641,0.00150108
23.3538,0.000680767,0.000816633,0.00189645
23.3782,0.000644355,0.00105807,0.00183965
23.4026,0.00063432,0.00100139,0.00259517
23.427,0.000904626,0.00107858,0.000798367
23.4513,0.000549768,0.000912973,0.00190199
23.4757,0.000446175,0.00106594,0.00249459
23.5001,0.000786493,0.00109796,0.00228416
23.5245,0.000741374,0.000837005,0.00319011
23.5488,0.000497889,0.000246551,0.00238791
23.5732,0.0005615,0.00034104,0.00240415
23.5976,0.000698717,0.000624504,0.00180492
23.622,0.000757595,0.000667413,0.00196409
23.6464,0.000634154,0.000499206,0.0027539
23.6707,0.000891059,0.000459862,0.00372234
23.6951,0.000919693,0.000911191,0.00201338
23.7195,0.000911715,0.000617669,0.00286196
23.7439,0.000623729,0.000916438,0.0034215
23.7682,0.000307703,0.000956639,0.00142677
23.7926,0.000551516,0.00098614,0.00125047
23.817,0.000448168,0.000888033,0.00411271
23.8414,0.00020168,0.000748853,0.00265419
23.8658,0.00032494,0.000728528,0.00174896
23.8901,0.000892275,0.000971224,0.00298679
23.9145,0.000879573,0.000739672,0.00294187
23.9389,0.000708328,0.000481122,0.00125799
23.9633,0.000763236,0.000557055,0.00207175
23.9876,0.000939874,0.0011796,0.00178389
24.012,0.000261471,0.000913174,0.00108864
24.0364,0.000439805,0.000612156,0.00190184
24.0608,0.000652779,0.00066768,0.00105126
24.0851,0.000503627,0.000494716,0.00133976
24.1095,0.000941045,0.000858516,0.00167193
24.1339,0.000977884,0.00104297,0.00254307
24.1583,0.00055089,0.000719471,0.00215126
24.1827,0.000477964,0.000905094,0.00116411
24.207,0.000653153,0.000901154,0.00187623
24.2314,0.000591965,0.000843862,0.00158728
24.2558,0.000596032,0.0011135,0.00218924
24.2802,0.000442112,0.00115738,0.00186803
24.3045,0.000497252,0.00122168,0.00133058
24.3289,0.000621153,0.000825065,0.00214016
24.3533,0.00065367,0.000796548,0.00218805
24.3777,0.000836836,0.00134598,0.00194918
24.4021,0.00117569,0.00078677,0.00259846
24.4264,0.000893083,0.000763233,0.0033461
24.4508,0.00102075,0.00109109,0.00212059
24.4752,0.000629854,0.000879248,0.00176446
24.4996,0.000813014,0.000783318,0.00212104
24.5239,0.000389844,0.000561715,0.0013315
24.5483,0.000527659,0.000827894,0.00118013
24.5727,0.000492089,0.00110374,0.00149209
24.5971,0.000696221,0.00112795,0.00173662
24.6215,0.000460403,0.000964478,0.00220513
24.6458,0.000718906,0.00113387,0.00230533
24.6702,0.000735517,0.00102519,0.00185153
24.6946,0.000844053,0.00109755,0.00263129
24.719,0.000646368,0.000512323,0.00223066
24.7433,0.000452576,0.000633275,0.00143175
24.7677,0.000844855,0.00108091,0.00154428
24.7921,0.000692881,0.000821167,0.00236069
24.8165,0.00056944,0.00106969,0.00192405
24.8409,0.000261072,0.00140308,0.00244836
24.8652,0.000430581,0.00131328,0.00292879
24.8896,0.00031754,0.0011588,0.00238163
24.914,0.000279464,0.000694378,0.0018741
24.9384,0.000429271,0.000326424,0.00212993
24.9627,0.000512279,0.000438976,0.00353967
24.9871,0.000464907,0.000494137,0.00225416
25.0115,0.000935301,0.000573376,0.00260139
25.0359,0.000849918,0.000898765,0.00258905
25.0603,0.000398019,0.000756811,0.00421692
25.0846,0.000677319,0.000529083,0.00261744
25.109,0.000808497,0.000476521,0.00377295
25.1334,0.000532175,0.000578151,0.00288879
25.1578,0.00031009,0.000639969,0.00182543
25.1821,0.000206658,0.000734872,0.00102096
25.2065,0.000242873,0.000440841,0.00110563
25.2309,0.000494697,0.000497837,0.00199542
25.2553,0.000535946,0.000503501,0.00228668
25.2797,0.000368685,0.000607596,0.00236859
25.304,0.00036448,0.000855246,0.00243314
25.3284,0.000440617,0.00133016,0.00325853
25.3528,0.000561239,0.00127834,0.00335694
25.3772,0.000401595,0.000923686,0.00316355
25.4015,0.000515061,0.000804189,0.00232684
25.4259,0.000382018,0.000996716,0.00194136
25.4503,0.000360087,0.000642154,0.0017013
25.4747,0.000235914,0.000371364,0.00129657
25.4991,0.000298701,0.00127423,0.0021375
25.5234,0.000613593,0.000732803,0.00325914
25.5478,0.000779434,0.000267581,0.00383671
25.5722,0.000415123,0.000870869,0.00220221
25.5966,0.000374279,0.00145132,0.00251276
25.6209,0.000691244,0.000730085,0.00477841
25.6453,0.000567083,0.000806035,0.00155932
25.6697,0.000270896,0.000663748,0.00128329
25.6941,0.000370819,0.000591822,0.00345965
25.7185,0.000417211,0.000679758,0.00424622
25.7428,0.000790382,0.000951541,0.00263499
25.7672,0.000473516,0.000532955,0.00267821
25.7916,0.000685882,0.0007939,0.0018418
25.816,0.000627121,0.000939148,0.00351013
25.8403,0.00049683,0.000435185,0.00256781
25.8647,0.000173526,0.000246456,0.00155456
25.8891,0.000116802,0.000431178,0.00232011
25.9135,0.000295542,0.000628735,0.00368933
25.9379,0.000403068,0.000433844,0.0018424
25.9622,0.000377121,0.000549137,0.00164083
25.9866,0.00032373,0.000449181,0.00290978
26.011,0.000343887,0.000308994,0.00135059
26.0354,0.000455164,0.000368386,0.00167533
26.0597,0.000414391,0.000317786,0.00174696
26.0841,0.000250283,0.000261669,0.00241936
26.1085,0.000258627,0.000626008,0.00122492
26.1329,0.000133006,0.000505959,0.00138141
26.1573,0.000244114,0.000156862,0.00177771
26.1816,0.000248827,0.000260117,0.00240718
26.206,0.000242187,0.000277893,0.00302456
26.2304,0.000270912,0.000188096,0.00151333
26.2548,0.000404321,0.000307866,0.00297849
26.2791,0.000493999,0.000705258,0.00330665
26.3035,0.000516678,0.000441269,0.00202254
26.3279,0.000636679,0.000408776,0.00240913
26.3523,0.000460269,0.000425797,0.00174637
26.3767,0.00030922,0.000508874,0.00185155
26.401,0.000557295,0.000457603,0.00238426
26.4254,0.000432294,0.000521234,0.00236355
26.4498,0.000342656,0.000457459,0.0014649
26.4742,0.000373778,0.000690958,0.00252838
26.4985,0.000401245,0.000661761,0.0024985
26.5229,0.000477185,0.000610338,0.00179697
26.5473,0.000676286,0.00073149,0.00195193
26.5717,0.000228753,0.000847736,0.00148891
26.5961,0.000340214,0.000869978,0.00135029
26.6204,0.000276022,0.000633984,0.0019754
26.6448,0.000263192,0.00088801,0.00220461
26.6692,0.000305236,0.000542151,0.00176075
26.6936,0.000484759,0.00056089,0.00182047
26.7179,0.000684841,0.000595366,0.00335017
26.7423,0.000328908,0.000719799,0.00333478
26.7667,0.000485495,0.000865157,0.00193179
26.7911,0.000546554,0.00095823,0.00176329
26.8155,0.000346909,0.000955218,0.00159474
26.8398,0.000268654,0.000424784,0.00157596
26.8642,0.00037197,0.000594291,0.00140267
26.8886,0.000316172,0.000502403,0.00147326
26.913,0.000468133,0.000258959,0.00123508
26.9373,0.000519518,0.000512112,0.00174019
26.9617,0.000445869,0.000857196,0.00264818
26.9861,0.000246221,0.000208165,0.00131012
27.0105,0.000330729,0.000379134,0.00195155
27.0348,0.000425713,0.000901015,0.00110538
27.0592,0.00033806,0.000542747,0.00101198
27.0836,0.000433867,0.000550695,0.00116997
27.108,0.000225485,0.000421982,0.00130547
27.1324,0.000342495,0.000427454,0.00176267
27.1567,0.000439256,0.000687086,0.00196967
27.1811,0.000262371,0.000226576,0.00124866
27.2055,0.000529977,0.00031165,0.00179027
27.2299,0.00040443,0.000759278,0.00202005
27.2542,0.000151333,0.000506282,0.00141839
27.2786,0.000174312,0.000246584,0.00106555
27.303,0.000126956,0.000551343,0.00209457
27.3274,0.000230719,0.000646595,0.00233389
27.3518,0.000289069,0.000966342,0.00240686
27.3761,0.000518715,0.000635491,0.00293235
27.4005,0.00036969,0.000442573,0.00284314
27.4249,0.000329792,0.000358638,0.00304288
27.4493,0.000337322,0.000384388,0.00327802
27.4736,0.00036837,0.000535841,0.00242234
27.498,0.000322554,0.000777408,0.00268962
27.5224,0.000303144,0.00111252,0.00405048
27.5468,0.000404762,0.000872275,0.00369688
27.5712,0.000285456,0.00090664,0.00306922
27.5955,0.00052175,0.00147282,0.00353256
27.6199,0.000615017,0.000683719,0.00456221
27.6443,0.000495989,0.00058197,0.00334632
27.6687,0.000944762,0.000489966,0.00322285
27.693,0.000896903,0.00103009,0.00402897
27.7174,0.000243598,0.00118285,0.00370481
27.7418,0.000631028,0.00133974,0.00258997
27.7662,0.000994608,0.00127409,0.00184709
27.7906,0.000477295,0.000897361,0.00162916
27.8149,0.00072789,0.000476762,0.0021052
27.8393,0.000590013,0.000507512,0.00266507
27.8637,0.000238849,0.000551964,0.00165126
27.8881,0.000307453,0.000495005,0.00299329
27.9124,0.000535752,0.000523297,0.00300098
27.9368,0.000348892,0.000497025,0.00370714
27.9612,0.000267123,0.000299104,0.00137014
27.9856,0.000325414,0.000450788,0.00295243
28.01,0.000391414,0.000580426,0.00160719
28.0343,0.000404926,0.000513038,0.00113716
28.0587,0.000389333,0.000374648,0.00205038
28.0831,0.000289508,0.000372305,0.00282108
28.1075,0.000246656,0.000418675,0.00197193
28.1318,0.000228502,0.000261502,0.00143151
28.1562,0.000400868,0.000223325,0.00133523
28.1806,0.000213679,0.000343162,0.000895122
28.205,0.000458146,0.000397238,0.0018964
28.2294,0.000184955,0.000235552,0.00105156
28.2537,0.000298751,0.000352812,0.00040672
28.2781,0.000512748,0.000622591,0.00138701
28.3025,0.000214144,0.000440784,0.00253714
28.3269,0.000233366,0.000271766,0.00120559
28.3512,0.000324563,0.000568773,0.00100237
28.3756,0.000284733,0.000575173,0.00101699
28.4,0.000381387,0.000388219,0.00254211
28.4244,0.000200426,0.000428575,0.000924422
28.4488,0.000215236,0.000425338,0.00124687
28.4731,0.000304313,0.000309748,0.0023162
28.4975,0.000151195,0.000211791,0.00128599
28.5219,0.000250149,0.000357175,0.00185092
28.5463,0.000173404,0.000251816,0.00208457
28.5706,0.000228871,0.000340417,0.00172937
28.595,0.000357246,0.000605777,0.00137083
28.6194,0.000760153,0.000578805,0.0021566
28.6438,0.000582263,0.000346812,0.00235963
28.6682,0.000491304,0.000337124,0.00128521
28.6925,0.000313499,0.000459042,0.000996533
28.7169,0.000322566,0.00016292,0.00164482
28.7413,0.000281665,0.000287837,0.00156795
28.7657,0.000399686,0.00034664,0.0010326
28.79,0.000474196,0.000706036,0.0013851
28.8144,0.000463644,0.000431377,0.00196597
28.8388,0.00032903,0.000385814,0.00192948
28.8632,0.000378435,0.000338972,0.00249744
28.8876,0.000698327,0.000283162,0.00280016
28.9119,0.000572028,0.000500675,0.00158722
28.9363,0.000197003,0.000609744,0.00169856
28.9607,0.000638555,0.00058691,0.00184208
28.9851,0.000402134,0.000387923,0.00107208
29.0094,0.000169701,0.000557108,0.00184991
29.0338,0.000807428,0.000508729,0.00250323
29.0582,0.000428214,0.000368868,0.00118002
29.0826,0.000420305,0.000817216,0.00174988
29.107,0.000784643,0.000775281,0.00232281
29.1313,0.000452494,0.000614772,0.0017655
29.1557,0.000358031,0.000930257,0.00157167
29.1801,0.000309475,0.000462824,0.00148311
29.2045,0.000382056,0.00032728,0.000838335
29.2288,0.000466666,0.00055212,0.00145099
29.2532,0.000401021,0.000455632,0.001525
29.2776,0.000141335,0.000295683,0.000963436
29.302,0.000238535,0.000405626,0.000946153
29.3264,0.000361721,0.000511976,0.00136111
29.3507,0.000225531,0.00054803,0.00112019
29.3751,0.000222664,0.000415399,0.00161794
29.3995,0.000403701,0.000435014,0.00182387
29.4239,0.000405672,0.000611343,0.0013852
29.4482,0.000530285,0.000392754,0.0027146
29.4726,0.000314969,0.000382837,0.00207101
29.497,0.000254052,0.000593208,0.00163826
29.5214,0.0003909,0.000915862,0.00164663
29.5458,0.000387041,0.000619775,0.00202387
29.5701,0.000197249,0.000538292,0.00207649
29.5945,0.000488126,0.000524318,0.00265227
29.6189,0.000307451,0.000540362,0.00248059
29.6433,0.000384554,0.000282613,0.00206193
29.6676,0.000547295,0.000394508,0.00303948
29.692,0.000531715,0.000862298,0.00269714
29.7164,0.000445891,0.000550848,0.00256304
29.7408,0.000585966,0.000527685,0.00138094
29.7651,0.000387734,0.000678694,0.00182692
29.7895,0.00020661,0.000907891,0.00180073
29.8139,9.35889e-05,0.000541154,0.0020345
29.8383,0.000234606,0.000840747,0.00220012
29.8627,0.000245271,0.000889625,0.00186003
29.887,0.000541203,0.000790422,0.00149255
29.9114,0.000853678,0.000477803,0.00294393
29.9358,0.000885961,0.000882698,0.00341994
29.9602,0.000851758,0.000733845,0.00202497
29.9845,0.000661343,0.000357304,0.00234766
30.0089,0.000597122,0.000306749,0.00281742
30.0333,0.000426976,0.000530503,0.00213372
30.0577,0.000448564,0.000408939,0.0018844
30.0821,0.000291153,0.000257472,0.0025449
30.1064,0.000312622,0.000295715,0.00277839
30.1308,0.000441799,0.000304752,0.00207724
30.1552,0.000458666,0.00018245,0.00177294
30.1796,0.000638419,0.000442585,0.0025356
30.2039,0.000632096,0.000308805,0.00337075
30.2283,0.000291723,0.000196355,0.00182148
30.2527,0.000279782,0.000150868,0.00103622
30.2771,0.00070603,0.000448141,0.00226068
30.3015,0.000410873,0.000519886,0.00166084
30.3258,0.000111027,0.000320724,0.000929971
30.3502,0.000361171,0.000433817,0.00111209
30.3746,0.0002423,0.000371685,0.001809
30.399,0.00051402,0.000452164,0.00172197
30.4233,0.000516049,0.00058583,0.00200054
30.4477,0.000411611,0.000511575,0.00189929
30.4721,0.000508021,0.000358569,0.0021528
30.4965,0.000592558,0.000511099,0.00203601
30.5209,0.000215884,0.000377132,0.00137467
30.5452,0.000360113,0.000370347,0.00232977
30.5696,0.000371048,0.000272895,0.00153789
30.594,0.000254508,0.000269517,0.00061228
30.6184,0.000373631,0.00025091,0.00200976
