freq (Hz),X (m^2/s^3),Y (m^2/s^3),Z (m^2/s^3)
15.0868,0.00098476,0.00145845,0.000611914
15.1112,0.00110425,0.00209175,0.00100261
15.1355,0.000980736,0.00205221,0.000971362
15.1599,0.00132251,0.00307725,0.00114466
15.1843,0.00108783,0.00227418,0.000719241
15.2087,0.000839638,0.00164493,0.000498327
15.233,0.00118386,0.00275833,0.000994103
15.2574,0.00111442,0.0018131,0.000691197
15.2818,0.00110572,0.00212905,0.000649122
15.3062,0.00108048,0.00243182,0.000689425
15.3305,0.00127364,0.00236576,0.000753629
15.3549,0.00136614,0.00292198,0.000997478
15.3793,0.000964704,0.0018069,0.000725361
15.4037,0.00115093,0.0018285,0.000846646
15.428,0.000669075,0.00119431,0.000590103
15.4524,0.000563168,0.00136387,0.000538794
15.4768,0.000686109,0.00119221,0.000366174
15.5011,0.000906995,0.00155529,0.000514244
15.5255,0.000938584,0.00149815,0.000628126
15.5499,0.000890371,0.00149271,0.00058436
15.5743,0.000985948,0.00194846,0.000594698
15.5986,0.000853251,0.00147572,0.000500685
15.623,0.000809971,0.00158215,0.000689574
15.6474,0.000886867,0.00166152,0.000516287
15.6718,0.000946412,0.00172102,0.00055705
15.6961,0.00132272,0.00241041,0.000904934
15.7205,0.00113486,0.00219503,0.000702443
15.7449,0.000835855,0.00186423,0.000624916
15.7692,0.000590333,0.00129196,0.000471705
15.7936,0.000566556,0.00116119,0.000542154
15.818,0.000636734,0.00137478,0.000668242
15.8424,0.000584602,0.00097608,0.00051343
15.8667,0.000576331,0.00117567,0.000612825
15.8911,0.000692539,0.00162347,0.000612285
15.9155,0.00062423,0.00138729,0.00039419
15.9399,0.00120455,0.00197973,0.000680636
15.9642,0.00104613,0.00215695,0.000865849
15.9886,0.00080185,0.00173292,0.000785272
16.013,0.000635982,0.00156542,0.000480804
16.0373,0.000472376,0.00100011,0.000305264
16.0617,0.000414631,0.000781475,0.000288659
16.0861,0.000554504,0.000943373,0.000399329
16.1105,0.000843595,0.00137834,0.00046159
16.1348,0.000899643,0.00134551,0.000541241
16.1592,0.000886548,0.00153125,0.000552709
16.1836,0.000772386,0.00149022,0.000543717
16.208,0.000850404,0.00171867,0.000576923
16.2323,0.000980224,0.0017622,0.000471279
16.2567,0.000637108,0.00125261,0.000674755
16.2811,0.00059147,0.00107281,0.000577002
16.3054,0.000484118,0.00120364,0.00059833
16.3298,0.000967626,0.00180223,0.000780743
16.3542,0.00112385,0.00211966,0.000599264
16.3786,0.000906149,0.00177636,0.000568601
16.4029,0.000779223,0.00151117,0.000538026
16.4273,0.00116892,0.00276286,0.000938592
16.4517,0.000955548,0.00161617,0.000484326
16.4761,0.00117391,0.00202903,0.000493697
16.5004,0.000778203,0.00138594,0.000308912
16.5248,0.0011779,0.00229378,0.000617621
16.5492,0.000585647,0.00109251,0.000463879
16.5735,0.000424891,0.000831602,0.000430708
16.5979,0.000399461,0.0008719,0.000353761
16.6223,0.000565392,0.00121843,0.000396589
16.6467,0.000663164,0.00171198,0.000400248
16.671,0.000926892,0.00160653,0.000503358
16.6954,0.000654162,0.00133976,0.000507248
16.7198,0.000617891,0.00122972,0.00053184
16.7442,0.000672232,0.00133192,0.000524505
16.7685,0.000372232,0.000764418,0.000347248
16.7929,0.000458843,0.00121588,0.000429044
16.8173,0.000566152,0.00116886,0.000324694
16.8416,0.000707941,0.00101879,0.000323751
16.866,0.000592761,0.00115685,0.000484645
16.8904,0.000978654,0.0020424,0.000544661
16.9148,0.000972351,0.00186855,0.000518347
16.9391,0.000694157,0.00109515,0.000329234
16.9635,0.00053256,0.000953473,0.000341319
16.9879,0.000408579,0.000689733,0.000339033
17.0123,0.000561242,0.000794602,0.000417013
17.0366,0.00073783,0.00123143,0.00054129
17.061,0.000483271,0.0012741,0.000425561
17.0854,0.000402012,0.000914944,0.000266183
17.1098,0.000405324,0.000857295,0.000216582
17.1341,0.000653252,0.00124979,0.000488978
17.1585,0.000677566,0.0012558,0.000575812
17.1829,0.000474371,0.00107798,0.000496256
17.2072,0.000329698,0.00068612,0.000209805
17.2316,0.000489685,0.00110046,0.000283707
17.256,0.000550253,0.000990569,0.000275673
17.2804,0.000789053,0.00146485,0.000529618
17.3047,0.0008364,0.00138947,0.000541728
17.3291,0.000814555,0.00139119,0.000391844
17.3535,0.000503806,0.000891905,0.000313938
17.3779,0.000521576,0.000818501,0.000237028
17.4022,0.000748125,0.0011701,0.000365391
17.4266,0.000724865,0.00136538,0.000372294
17.451,0.000733276,0.00129209,0.000392881
17.4753,0.000576236,0.00116321,0.00045147
17.4997,0.000421461,0.00069728,0.000232275
17.5241,0.000473417,0.001103,0.000304994
17.5485,0.000681517,0.00142278,0.000358027
17.5728,0.000946872,0.0016732,0.000569553
17.5972,0.000682228,0.00123781,0.000479955
17.6216,0.000742595,0.00152653,0.000512501
17.646,0.000615195,0.00133235,0.000370188
17.6703,0.000433079,0.00073234,0.000196395
17.6947,0.000527321,0.00113335,0.000291849
17.7191,0.000521345,0.000926877,0.000431357
17.7434,0.000315736,0.000576958,0.00036272
17.7678,0.000625243,0.0012462,0.000466112
17.7922,0.000513522,0.00111983,0.000388102
17.8166,0.000409343,0.000818141,0.000249727
17.8409,0.000389869,0.000825731,0.000255571
17.8653,0.000708699,0.0012266,0.000375284
17.8897,0.000921216,0.00185227,0.00054773
17.9141,0.000401444,0.000925269,0.000386436
17.9384,0.000276481,0.000635956,0.000198513
17.9628,0.000389799,0.000750841,0.000178849
17.9872,0.000314541,0.000517451,0.00018551
18.0115,0.000365943,0.000695765,0.000266281
18.0359,0.000559746,0.000728381,0.000365501
18.0603,0.00054323,0.000763775,0.000431553
18.0847,0.000321216,0.000574667,0.000304445
18.109,0.000481353,0.000704983,0.000257375
18.1334,0.000549159,0.000904798,0.000285591
18.1578,0.000599611,0.00101101,0.000309973
18.1822,0.000454227,0.000726644,0.000358566
18.2065,0.000576897,0.000956639,0.000383898
18.2309,0.0006029,0.00111694,0.000362981
18.2553,0.000355066,0.000863391,0.000214832
18.2796,0.000352669,0.000708703,0.000238598
18.304,0.000396016,0.000733144,0.000275082
18.3284,0.000344708,0.000687576,0.000360522
18.3528,0.000281483,0.000548518,0.000354358
18.3771,0.000351161,0.000815069,0.000454571
18.4015,0.000409942,0.000889863,0.000279401
18.4259,0.000468296,0.000935883,0.000267981
18.4503,0.000445326,0.000933364,0.000253203
18.4746,0.000678138,0.00137176,0.000476381
18.499,0.000482008,0.000973631,0.000362512
18.5234,0.000618257,0.00136394,0.000298333
18.5478,0.000307204,0.000669135,0.000202748
18.5721,0.000366105,0.00084029,0.000271614
18.5965,0.000500609,0.000967215,0.000270382
18.6209,0.000397708,0.000931517,0.000449961
18.6452,0.000393988,0.000862203,0.000391855
18.6696,0.000378197,0.000937283,0.000332705
18.694,0.00041871,0.00082715,0.00025691
18.7184,0.000567354,0.00121141,0.000291813
18.7427,0.000294391,0.000535938,0.000196388
18.7671,0.000458056,0.000727532,0.000261164
18.7915,0.000726404,0.00147886,0.0004375
18.8159,0.000279905,0.000613948,0.000298741
18.8402,0.000459343,0.000841544,0.000294693
18.8646,0.000241099,0.000494542,0.000171276
18.889,0.00032079,0.000878476,0.000382326
18.9133,0.000407809,0.000870141,0.000469347
18.9377,0.000363254,0.000715297,0.000339502
18.9621,0.000379228,0.000779817,0.000341738
18.9865,0.000520595,0.00107494,0.000288438
19.0108,0.00027633,0.000724359,0.000262485
19.0352,0.000286266,0.000497376,0.000168202
19.0596,0.000314376,0.000666888,0.000292497
19.084,0.000414851,0.000880038,0.000317887
19.1083,0.00030109,0.000625388,0.000305423
19.1327,0.00024773,0.000495568,0.000243821
19.1571,0.000308106,0.000462397,0.000166423
19.1814,0.000371569,0.000652821,0.000227648
19.2058,0.000460453,0.000816815,0.000362276
19.2302,0.000329171,0.000431554,0.000293246
19.2546,0.000297691,0.000390067,0.000221961
19.2789,0.000268366,0.00038178,0.000152194
19.3033,0.000229534,0.000313376,0.000101127
19.3277,0.000248544,0.000306781,0.000121065
19.3521,0.000424453,0.000871069,0.00026422
19.3764,0.000457794,0.000980464,0.000359283
19.4008,0.000326387,0.000553787,0.000284243
19.4252,0.000325228,0.000554184,0.000240446
19.4495,0.000431439,0.000900148,0.000217987
19.4739,0.000377055,0.000643685,0.00019935
19.4983,0.000455929,0.000765398,0.000318239
19.5227,0.000487229,0.00104919,0.000373423
19.547,0.000415732,0.000781783,0.000273156
19.5714,0.000270798,0.000673641,0.00023158
19.5958,0.000198586,0.000570455,0.000164416
19.6202,0.000238878,0.000553617,0.000226178
19.6445,0.000224593,0.00039546,0.000192095
19.6689,0.000355068,0.000673826,0.00038789
19.6933,0.000359899,0.000692308,0.000345147
19.7176,0.000329018,0.000626317,0.000218908
19.742,0.000233949,0.000595312,0.000162303
19.7664,0.000476726,0.000964789,0.000268986
19.7908,0.000490025,0.000916934,0.000339029
19.8151,0.000467322,0.00096739,0.000341684
19.8395,0.000283824,0.000594867,0.000220884
19.8639,0.00016621,0.000409271,0.000144681
19.8883,0.000260771,0.000581398,0.000194702
19.9126,0.000263715,0.000513456,0.00021154
19.937,0.000257496,0.000426368,0.000241291
19.9614,0.000350432,0.000597699,0.000362047
19.9857,0.000400573,0.00083037,0.000338209
20.0101,0.000334345,0.000629645,0.000265996
20.0345,0.000443487,0.000813041,0.00018429
20.0589,0.000297409,0.000445411,0.000165329
20.0832,0.000284953,0.000633757,0.000254143
20.1076,0.000236419,0.000568699,0.00036418
20.132,0.0001577,0.00036816,0.000242746
20.1564,0.000219648,0.000551857,0.000251716
20.1807,0.000289324,0.000837332,0.000229926
20.2051,0.000242939,0.000431397,0.000171043
20.2295,0.00033177,0.000440549,0.000242343
20.2539,0.000321184,0.000519518,0.000325715
20.2782,0.000326573,0.000513806,0.000308786
20.3026,0.000275715,0.000514041,0.000205335
20.327,0.000226636,0.000431005,0.000157437
20.3513,0.000262106,0.000433752,0.000197093
20.3757,0.000327454,0.000531623,0.000260415
20.4001,0.000246644,0.000473342,0.000237495
20.4245,0.000159864,0.000346022,0.000244972
20.4488,0.00020106,0.00032687,0.000214024
20.4732,0.000172782,0.000314542,0.000163623
20.4976,0.000278087,0.000404699,0.000181265
20.522,0.000343993,0.000615533,0.000323761
20.5463,0.000401348,0.000695324,0.000384614
20.5707,0.000297856,0.000526531,0.000307582
20.5951,0.000160442,0.000274699,0.000228326
20.6194,0.000166207,0.000456867,0.000135439
20.6438,0.000228653,0.000371533,0.00013235
20.6682,0.000224943,0.000493547,0.000191393
20.6926,0.00031679,0.000685306,0.000300152
20.7169,0.000450656,0.000891299,0.000313186
20.7413,0.000206176,0.0004704,0.00018266
20.7657,0.000227561,0.000534641,0.000156275
20.7901,0.000150921,0.000432453,0.000159728
20.8144,0.000246442,0.000541496,0.000297753
20.8388,0.000290304,0.00059044,0.000329809
20.8632,0.000344094,0.000536796,0.000324274
20.8875,0.000209887,0.000483929,0.000172238
20.9119,0.000187215,0.00055486,0.000131474
20.9363,0.000176342,0.000322256,0.000168736
20.9607,0.000303511,0.000579599,0.000272141
20.985,0.000221338,0.000430949,0.000274372
21.0094,0.000271971,0.000512653,0.000343751
21.0338,0.000212296,0.000439495,0.000227577
21.0582,0.000155016,0.000408004,0.000139282
21.0825,0.000173504,0.000477897,0.000161303
21.1069,0.000314636,0.000768857,0.000380409
21.1313,0.000278976,0.000501075,0.000260666
21.1556,0.000260038,0.000602285,0.000290078
21.18,0.000119054,0.000280479,0.000145
21.2044,0.000120961,0.000275777,8.44515e-05
21.2288,0.000170332,0.000336056,0.000114014
21.2531,0.00022144,0.000435574,0.000179263
21.2775,0.000233403,0.000535883,0.000263848
21.3019,0.000305597,0.000691527,0.000292478
21.3263,0.00020382,0.000383251,0.000187611
21.3506,0.000175774,0.000339364,0.000142196
21.375,0.000194499,0.000406681,0.000132448
21.3994,0.000260474,0.000410495,0.000185324
21.4237,0.000292834,0.000391469,0.000263562
21.4481,0.000199401,0.000377478,0.000209214
21.4725,0.000179733,0.000367465,0.000146569
21.4969,0.000174646,0.000464693,0.000119845
21.5212,0.000119498,0.000331498,0.000155118
21.5456,0.000139177,0.000428797,0.000253423
21.57,0.000164466,0.000437982,0.000278568
21.5944,0.000150186,0.0003367,0.000281677
21.6187,0.00018418,0.000307892,0.000263646
21.6431,0.000230916,0.000336263,0.000193826
21.6675,0.000205916,0.000325331,0.000117015
21.6918,0.000315579,0.000500144,0.000200739
21.7162,0.000265855,0.000539772,0.000261335
21.7406,0.000192017,0.0004886,0.000295147
21.765,0.000194544,0.000445622,0.000183949
21.7893,0.000143263,0.000312895,0.000117947
21.8137,0.000143583,0.000356607,0.000155189
21.8381,0.000161442,0.000333649,0.000217045
21.8625,0.000262312,0.000426796,0.000288214
21.8868,0.000243385,0.000394847,0.000331595
21.9112,0.000334174,0.000545819,0.000258984
21.9356,0.000174402,0.000382375,0.000120017
21.96,0.000156301,0.000269852,9.02637e-05
21.9843,0.00012367,0.000263177,0.000205524
22.0087,0.00019308,0.000399597,0.000280484
22.0331,0.00016867,0.000317462,0.000248831
22.0574,0.000139851,0.000403511,0.000199945
22.0818,8.21774e-05,0.000274654,0.000108939
22.1062,9.60392e-05,0.000300721,0.000111406
22.1306,0.000242514,0.000541711,0.00022763
22.1549,0.000341366,0.000724467,0.000346713
22.1793,0.000230609,0.000394116,0.000270651
22.2037,0.000209727,0.00033796,0.000271599
22.2281,0.000178681,0.000372562,0.000159432
22.2524,0.000137158,0.000353858,0.000123412
22.2768,0.000117262,0.000320382,0.000177527
22.3012,0.000185584,0.000348992,0.000252264
22.3255,0.000147707,0.000283409,0.000234696
22.3499,0.000124437,0.00021453,0.000183965
22.3743,0.000133249,0.000167771,0.000104341
22.3987,0.000135287,0.000238781,0.000109816
22.423,0.000160461,0.000330661,0.000234066
22.4474,0.000237658,0.000475802,0.000302318
22.4718,0.000244895,0.000575089,0.000368721
22.4962,0.000172157,0.00022072,0.000188521
22.5205,0.000119376,0.000179971,7.97497e-05
22.5449,0.000169188,0.000325958,9.74446e-05
22.5693,0.000174486,0.000301603,0.00016003
22.5936,0.000133015,0.000210266,0.000210842
22.618,0.000145795,0.000294265,0.000265053
22.6424,0.000219802,0.000383513,0.000270616
22.6668,0.000223111,0.000428791,0.000167606
22.6911,0.000148293,0.000395035,0.000124989
22.7155,0.000196127,0.000461055,0.000207715
22.7399,0.000258011,0.000479384,0.00029454
22.7643,0.000234202,0.000387398,0.000230497
22.7886,0.000122457,0.000192475,0.000152129
22.813,0.000135117,0.000241969,0.000102178
22.8374,0.000143887,0.0002298,9.19847e-05
22.8617,0.000135079,0.000316945,0.000140111
22.8861,0.000150879,0.000385246,0.000246458
22.9105,0.000157202,0.00035232,0.00025552
22.9349,0.000261811,0.000463395,0.000263754
22.9592,0.000129486,0.00029588,0.000118202
22.9836,0.00013529,0.000219025,7.48434e-05
23.008,0.000198216,0.000448249,0.000217119
23.0324,0.000168678,0.000427281,0.000321668
23.0567,0.000209761,0.000362092,0.000324429
23.0811,0.000103514,0.000169815,0.000186279
23.1055,0.000106543,0.000190765,0.000116176
23.1298,0.000100718,0.000214829,9.07934e-05
23.1542,0.000155818,0.000284384,0.000148157
23.1786,0.000205829,0.000435961,0.000246248
23.203,0.000219485,0.000517163,0.000274402
23.2273,0.00014354,0.000285991,0.000203004
23.2517,0.00012438,0.000238145,0.00015244
23.2761,0.000115185,0.00030996,0.000137477
23.3005,0.000100444,0.000205349,0.000177688
23.3248,0.000162377,0.000316677,0.000265739
23.3492,0.000205452,0.000367248,0.000320451
23.3736,0.000133962,0.000268922,0.000194887
23.398,0.000114575,0.000203571,0.000114076
23.4223,9.74774e-05,0.000321627,0.000104413
23.4467,0.000107274,0.000317649,0.000162964
23.4711,0.000126613,0.000322051,0.000249887
23.4954,0.000136727,0.000310153,0.000277271
23.5198,0.000178615,0.000418639,0.000251991
23.5442,0.000162083,0.000324172,0.000149561
23.5686,0.000146498,0.000365744,0.000114714
23.5929,0.000140275,0.000355805,0.000128424
23.6173,0.000187347,0.000385778,0.000210741
23.6417,0.000231013,0.000478877,0.000254477
23.6661,0.000162293,0.000323918,0.000190592
23.6904,9.36063e-05,0.000245287,9.09713e-05
23.7148,0.000145027,0.000262657,7.7806e-05
23.7392,8.72523e-05,0.000231494,0.000140495
23.7635,0.000146167,0.000334542,0.000290531
23.7879,0.000148084,0.000261413,0.000317304
23.8123,0.000130291,0.000191608,0.000238859
23.8367,0.000146959,0.000249734,0.000140592
23.861,0.000111799,0.000254195,9.08734e-05
23.8854,9.60526e-05,0.000267898,0.000131241
23.9098,0.000102339,0.000213798,0.000190732
23.9342,0.000107296,0.000249171,0.000286038
23.9585,0.000124634,0.000346146,0.000261644
23.9829,0.000102049,0.000234744,0.000128191
24.0073,0.000116441,0.00023729,9.99489e-05
24.0316,0.000158395,0.000346154,0.000188352
24.056,0.000169838,0.000454991,0.000260032
24.0804,0.000218549,0.000544237,0.0002954
24.1048,0.000148968,0.000352981,0.000224841
24.1291,0.000120489,0.000233799,0.00012974
24.1535,9.14064e-05,0.000175088,6.98492e-05
24.1779,0.000134679,0.000373639,0.000127664
24.2023,0.00013569,0.000242651,0.000232602
24.2266,0.000165378,0.000301839,0.000240702
24.251,0.000114824,0.000212964,0.000206576
24.2754,0.0001383,0.000219878,0.000113594
24.2997,9.15272e-05,0.000196877,5.47694e-05
24.3241,0.000186335,0.000288528,0.0001016
24.3485,0.000140507,0.000283916,0.000225051
24.3729,0.000209419,0.000484654,0.00031882
24.3972,0.000140594,0.00027773,0.000196776
24.4216,0.000120509,0.000183284,0.000117572
24.446,0.000102439,0.000155409,7.59474e-05
24.4704,0.000138103,0.000241575,0.000112304
24.4947,0.000153835,0.000295049,0.000193186
24.5191,0.000205576,0.000497312,0.000329685
24.5435,0.000222444,0.000459868,0.000273425
24.5678,9.35315e-05,0.000169306,9.3246e-05
24.5922,7.12485e-05,0.000150513,5.96693e-05
24.6166,0.000117601,0.000315707,0.000135059
24.641,0.000158684,0.000352624,0.000218536
24.6653,0.000222006,0.00034434,0.000230291
24.6897,0.000221168,0.000535088,0.000248172
24.7141,0.000186754,0.000330466,0.000133939
24.7385,0.000169316,0.000302035,0.000105564
24.7628,0.000135971,0.000309245,0.000127248
24.7872,0.000130615,0.000341179,0.000238302
24.8116,0.000137527,0.000245227,0.000281561
24.8359,0.000115394,0.000200346,0.00025067
24.8603,0.000103087,0.000200972,0.000137961
24.8847,8.41857e-05,0.000201429,6.44657e-05
24.9091,0.000140656,0.000304702,0.000140068
24.9334,0.000151291,0.000239382,0.000174274
24.9578,0.000198746,0.000338841,0.000282306
24.9822,0.000154272,0.000232376,0.000200773
25.0066,8.43872e-05,0.000166376,0.000132447
25.0309,0.000105791,0.000198292,9.24754e-05
25.0553,0.00010652,0.000226668,0.000107544
25.0797,8.76339e-05,0.000237673,0.000158138
25.1041,0.000118459,0.000231912,0.000255334
25.1284,0.000172164,0.000232099,0.000270779
25.1528,0.000231729,0.000389029,0.000171466
25.1772,0.000106034,0.000193343,7.30931e-05
25.2015,9.72544e-05,0.000193833,0.000139325
25.2259,0.000121764,0.000315761,0.00021678
25.2503,8.50926e-05,0.000159711,0.000240264
25.2747,0.000156412,0.00024251,0.000286392
25.299,0.00012912,0.000212626,0.000182177
25.3234,0.000117289,0.000233168,0.000100548
25.3478,0.00012984,0.000266972,0.00010456
25.3722,0.00021393,0.000475437,0.000221732
25.3965,0.000169551,0.000435793,0.000260282
25.4209,0.000137045,0.000356178,0.000201105
25.4453,0.000122841,0.000175946,0.000125889
25.4696,0.000140576,0.000212978,6.77037e-05
25.494,8.5071e-05,0.000229665,7.89922e-05
25.5184,0.000115279,0.000294697,0.00016201
25.5428,0.000148785,0.000241884,0.000230933
25.5671,0.000119841,0.000279112,0.000217742
25.5915,9.26962e-05,0.00025236,0.000127794
25.6159,6.98774e-05,0.000129345,5.50644e-05
25.6403,8.43004e-05,0.000155247,8.37708e-05
25.6646,0.000154792,0.000328639,0.00021017
25.689,0.000233153,0.000470105,0.000275752
25.7134,0.000130919,0.000221159,0.000254066
25.7377,7.61078e-05,0.000163911,0.000182355
25.7621,7.9439e-05,0.000195341,7.53619e-05
25.7865,9.72716e-05,0.000206384,0.000105497
25.8109,0.000147498,0.000312728,0.000223797
25.8352,0.000207318,0.00039253,0.000261046
25.8596,0.000177216,0.000263597,0.000235001
25.884,0.00012367,0.000268732,0.000178406
25.9084,7.91855e-05,0.000175829,7.93055e-05
25.9327,0.000138686,0.000225717,8.31381e-05
25.9571,0.000167085,0.000337671,0.000168049
25.9815,0.000162366,0.000366346,0.000253386
26.0058,0.000305959,0.000597143,0.000265029
26.0302,0.000166659,0.000243969,0.000120807
26.0546,8.74682e-05,0.000125593,7.95197e-05
26.079,0.000112902,0.00024997,0.000108387
26.1033,0.000175931,0.000328973,0.000191144
26.1277,0.000118814,0.000230136,0.000231357
26.1521,9.96535e-05,0.000195041,0.000249069
26.1765,8.65189e-05,0.000184356,0.000161342
26.2008,6.73173e-05,0.000133829,7.68238e-05
26.2252,6.30145e-05,0.000145794,7.9213e-05
26.2496,0.000113249,0.000207509,0.000176358
26.2739,0.000191034,0.000326205,0.000334729
26.2983,0.000157431,0.000368637,0.000315256
26.3227,0.000115778,0.000230636,0.00019001
26.3471,0.000138885,0.00021279,9.92467e-05
26.3714,9.49943e-05,0.000144468,7.85775e-05
26.3958,8.28424e-05,0.00018372,0.000113492
26.4202,0.000179836,0.000253664,0.000248136
26.4446,0.000132061,0.000204543,0.000265808
26.4689,0.000109927,0.000258073,0.00023208
26.4933,0.000110809,0.000257689,0.00012883
26.5177,0.00010703,0.000227184,0.000114113
26.542,0.000137456,0.000327157,0.000168561
26.5664,0.000147814,0.000436832,0.000253376
26.5908,0.000166323,0.000270657,0.0002529
26.6152,0.000125532,0.000259033,0.000177583
26.6395,7.0289e-05,0.000148624,9.7332e-05
26.6639,8.51308e-05,0.000162942,7.86509e-05
26.6883,0.00013359,0.00031452,0.000169646
26.7127,0.000170543,0.000391002,0.000238829
26.737,0.000110834,0.000246578,0.000262147
26.7614,7.67308e-05,0.000169332,0.000179335
26.7858,5.14734e-05,0.000122975,9.23231e-05
26.8102,7.71557e-05,0.000152635,5.81179e-05
26.8345,0.000143026,0.00021667,0.000124498
26.8589,0.000191571,0.000310461,0.000228254
26.8833,0.000182459,0.000309828,0.000222428
26.9076,0.000103683,0.000185159,0.000170505
26.932,7.79801e-05,0.000124207,0.000101974
26.9564,8.21042e-05,0.000144239,6.63097e-05
26.9808,0.000117938,0.000267288,0.000119144
27.0051,0.000173277,0.000418064,0.000241192
27.0295,0.000145238,0.000373388,0.000260618
27.0539,0.000132274,0.000286468,0.000167019
27.0783,0.000120493,0.000213153,0.000105841
27.1026,0.000125951,0.000213743,8.62196e-05
27.127,0.000147942,0.000236033,0.000129042
27.1514,0.000191207,0.000265432,0.000213944
27.1757,0.000156758,0.000352131,0.000244645
27.2001,0.000174041,0.000326138,0.000205586
27.2245,0.000104637,0.000200057,8.60001e-05
27.2489,9.78813e-05,0.000159766,6.22072e-05
27.2732,0.000112071,0.000208124,0.000128206
27.2976,0.000190868,0.000406955,0.000212573
27.322,0.000178422,0.000394665,0.000233038
27.3464,0.000132687,0.000203156,0.000172662
27.3707,0.000112853,0.000193423,0.00010889
27.3951,0.000120098,0.000213936,7.30152e-05
27.4195,0.000122035,0.000223652,0.000122236
27.4438,0.000132488,0.00024127,0.000179751
27.4682,0.000165412,0.000286132,0.000205262
27.4926,0.000114193,0.000199102,0.000149884
27.517,0.000105778,0.000176051,0.000104813
27.5413,5.55695e-05,0.000127145,6.71715e-05
27.5657,0.000108343,0.000203285,0.000102441
27.5901,0.000130168,0.000165055,0.000200892
27.6145,0.000140385,0.000196413,0.000260116
27.6388,0.000129411,0.000252224,0.000180675
27.6632,0.000124484,0.000211858,0.000101301
27.6876,8.96942e-05,0.000172555,7.15537e-05
27.7119,8.16003e-05,0.000220115,0.000117427
27.7363,8.92352e-05,0.000181858,0.000167468
27.7607,0.000177345,0.000271356,0.000213689
27.7851,0.000153427,0.000190936,0.00021126
27.8094,0.000107939,0.000148853,0.000104619
27.8338,9.98322e-05,0.000223899,4.91693e-05
27.8582,0.000106018,0.000213367,8.88336e-05
27.8826,0.0001527,0.000379512,0.000204975
27.9069,0.000153185,0.000404625,0.000189233
27.9313,9.59097e-05,0.000235945,0.000151968
27.9557,8.0445e-05,0.000187034,0.000105098
27.98,6.24528e-05,0.000154905,7.34318e-05
28.0044,0.000105553,0.000246719,0.000104927
28.0288,0.000114686,0.000260512,0.000161391
28.0532,0.000153807,0.000224555,0.000192425
28.0775,0.000122968,0.000220247,0.000125304
28.1019,9.44101e-05,0.000162635,0.000108968
28.1263,6.93701e-05,0.000106337,7.50375e-05
28.1507,0.000102531,0.000187759,0.000109672
28.175,0.000135361,0.000231374,0.000178913
28.1994,0.000187052,0.000259267,0.000268707
28.2238,0.000158032,0.000248839,0.000201853
28.2482,0.000143483,0.000258732,0.000134894
28.2725,8.28086e-05,0.000146627,0.000108716
28.2969,0.000147916,0.00024935,0.000122618
28.3213,0.000194938,0.000342087,0.000165238
28.3456,0.000169392,0.000262004,0.000187227
28.37,0.000131607,0.000217757,0.000154395
28.3944,9.16278e-05,0.000167148,0.000102614
28.4188,7.88081e-05,0.000166038,6.07798e-05
28.4431,7.27116e-05,0.00014489,7.30669e-05
28.4675,0.000132016,0.000237959,0.000197357
28.4919,0.000203382,0.000316663,0.000223328
28.5163,0.000128145,0.000212422,0.0001663
28.5406,9.07075e-05,0.00016394,8.34909e-05
28.565,6.00482e-05,0.000152152,3.74571e-05
28.5894,7.36994e-05,0.00022544,6.4372e-05
28.6137,9.51049e-05,0.00025768,0.000119364
28.6381,0.000128953,0.000284647,0.000175948
28.6625,0.000152552,0.000231531,0.00016425
28.6869,0.000113083,0.000181113,0.000154901
28.7112,6.20067e-05,0.000123401,9.01888e-05
28.7356,0.000140242,0.000287509,0.000114302
28.76,0.000140628,0.000221627,0.000153764
28.7844,0.000168671,0.000213648,0.000174538
28.8087,0.000142393,0.000175883,0.000149064
28.8331,7.56493e-05,0.000128497,7.17865e-05
28.8575,5.84538e-05,0.0001144,3.95376e-05
28.8818,7.28911e-05,0.000110447,5.41422e-05
28.9062,9.11385e-05,0.000125092,0.000139223
28.9306,0.000139639,0.000247356,0.000227642
28.955,0.000151271,0.000250997,0.000221775
28.9793,0.000123823,0.000188248,0.000125098
29.0037,9.07953e-05,0.000108903,5.45664e-05
29.0281,0.000115103,0.000209439,9.93703e-05
29.0525,0.000118731,0.000249715,0.000148833
29.0768,0.000136109,0.000215335,0.000202937
29.1012,0.000124222,0.000234126,0.000191801
29.1256,9.00848e-05,0.000141182,0.000106893
29.1499,5.83027e-05,0.000101317,5.23403e-05
29.1743,0.000108701,0.000254647,8.03187e-05
29.1987,0.000156576,0.000284916,0.000128475
29.2231,0.000118989,0.000216257,0.000131856
29.2474,0.000195003,0.000271665,0.000130724
29.2718,0.00010477,0.000200396,7.14246e-05
29.2962,4.68952e-05,0.000143731,4.39549e-05
29.3206,8.10044e-05,0.000196304,9.05112e-05
29.3449,0.000157795,0.000366689,0.000164241
29.3693,0.000110339,0.000207268,0.000114069
29.3937,9.87583e-05,0.00015582,0.000145146
29.418,0.000140341,0.000153319,8.80224e-05
29.4424,0.000113021,0.000142466,4.66443e-05
29.4668,0.000104332,0.000251685,9.63641e-05
29.4912,0.000128195,0.000244076,0.000167566
29.5155,0.000157835,0.000265688,0.000236665
29.5399,0.000164578,0.00029561,0.000186627
29.5643,0.00011623,0.000213324,0.00011471
29.5887,6.21933e-05,8.8811e-05,4.17205e-05
29.613,9.39354e-05,0.000173494,5.91329e-05
