time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
2.13318,-0.505623,2.27089,4.56946
2.14319,-0.879116,2.07831,2.21253
2.15321,-1.24094,1.96548,0.280419
2.16322,-1.35855,1.84682,-1.14218
2.17324,-1.35182,1.76422,-2.15013
2.18325,-1.26997,1.70421,-2.61236
2.19327,-1.20383,1.59857,-2.52288
2.20328,-1.0928,1.34359,-2.05691
2.2133,-0.850237,1.02845,-1.44804
2.22331,-0.563233,0.695063,-0.91473
2.23333,-0.339975,0.296131,-0.191685
2.24334,-0.104596,-0.0791579,0.275481
2.25336,0.14006,-0.241813,0.722596
2.26337,0.212634,-0.285956,1.09235
2.27339,0.274733,-0.363019,1.37217
2.2834,0.332792,-0.374541,1.58914
2.29342,0.311544,-0.305708,1.80507
2.30343,0.31319,-0.224755,1.87106
2.31345,0.254383,-0.209791,1.92119
2.32346,0.272788,-0.199017,1.99556
2.33348,0.349851,-0.215477,2.02189
2.34349,0.485721,-0.223857,2.02459
2.35351,0.570565,-0.224006,2.09836
2.36352,0.534353,-0.223109,2.08803
2.37354,0.470907,-0.192283,2.09237
2.38355,0.446516,-0.0137666,2.13188
2.39357,0.44906,0.1854,2.2251
2.40358,0.402523,0.445319,2.35498
2.4136,0.429757,0.584332,2.64603
2.42361,0.569817,0.595106,3.16512
2.43363,0.732323,0.63057,4.20554
2.44364,0.871784,0.83228,5.57846
2.45366,0.760006,1.6056,7.25035
2.46367,0.400578,2.81332,9.53411
2.47369,0.0119709,3.76112,12.1471
2.4837,-0.927,5.4791,14.5742
2.49372,-1.18752,7.0244,17.0194
2.50373,-1.30753,8.26325,19.001
2.51375,-1.89051,10.1587,21.2567
2.52376,-2.47978,11.584,24.3021
2.53378,-2.66578,12.9542,27.5999
2.54379,-1.20338,12.4869,31.0247
2.55381,1.72052,10.042,33.6809
2.56382,4.21048,7.72874,35.4373
2.57384,5.84975,6.26036,36.1811
2.58385,6.38919,5.99715,34.7119
2.59387,6.31348,6.6542,32.2871
2.60388,5.32064,7.55097,28.2917
2.6139,4.18579,8.18813,24.522
2.62391,2.98331,8.21806,21.1682
2.63392,1.55892,8.00363,18.1337
2.64394,0.261266,7.31979,15.3373
2.65395,-0.443374,6.37363,12.3781
2.66397,-0.789783,5.35446,9.22676
2.67398,-0.71691,2.74344,3.65398
2.684,-0.578047,1.50445,1.4639
2.69401,-0.594358,0.35868,-0.409107
2.70403,-0.780057,-0.244357,-1.90682
2.71404,-1.04851,-0.268149,-3.2326
2.72406,-1.43936,-0.187345,-4.21018
2.73407,-1.75554,-0.07003,-4.78494
2.74409,-1.97117,0.0945705,-5.03214
2.7541,-2.01291,0.0389056,-4.88669
2.76412,-1.71244,-0.187345,-4.36371
2.77413,-1.66112,-0.273835,-3.57677
2.78415,-1.22717,-0.643887,-2.42322
2.79416,-0.59346,-1.29286,-1.17914
2.80418,-0.190338,-1.80597,0.0320223
2.81419,0.187794,-2.2028,1.07709
2.82421,0.415691,-2.37953,1.90398
2.83422,0.483028,-2.30755,2.32132
2.84424,0.611865,-2.17003,2.44312
2.85425,0.612015,-1.91939,2.29693
2.86427,0.574456,-1.56789,1.96952
2.87428,0.512057,-1.31561,1.54455
2.8843,0.397435,-1.1338,1.17824
2.89431,0.353143,-0.989848,1.09893
2.90433,0.312591,-0.767038,1.07364
2.91434,0.188692,-0.4944,1.03219
2.92436,0.00463874,-0.216674,1.0102
2.93437,-0.179714,0.0365114,1.06093
2.94439,-0.275781,0.443374,1.19575
2.9544,-0.266354,0.77856,1.44938
2.96442,-0.302266,0.957377,1.85191
2.97443,-0.285956,1.14442,2.45479
2.98445,-0.326956,1.44265,3.12561
2.99446,-0.385315,1.86732,3.91405
3.00448,-0.591664,2.4934,4.96181
3.01449,-1.23465,3.81948,6.20394
3.02451,-2.20415,5.50319,7.83858
3.03452,-3.08282,7.37919,10.2407
3.04454,-3.71952,9.17603,13.3446
3.05455,-3.72267,10.2404,17.0891
3.06457,-3.48355,11.2237,21.0333
3.07458,-3.35426,11.575,24.982
3.0846,-3.30667,12.2283,28.7487
3.09461,-0.830784,9.74405,32.6563
3.10463,2.12604,6.27337,35.4359
3.11464,4.03436,4.58143,37.3271
3.12466,5.09753,4.15946,37.3161
3.13467,4.86574,4.99832,35.6559
3.14469,3.65114,7.05927,31.5988
3.1547,2.54128,9.13084,27.6248
3.16472,1.72037,10.4322,23.8922
3.17473,1.18872,10.5189,20.8462
3.18475,1.0931,9.29155,18.7588
3.19476,1.10058,7.36213,17.1087
3.20478,0.947949,5.56649,15.3364
3.21479,0.298825,4.54956,13.1802
3.22481,-0.447863,3.94892,10.6363
3.23482,-0.896025,3.34977,8.14713
3.24484,-0.860861,2.5555,5.83509
3.25485,-0.46552,1.70137,3.8328
3.26487,0.020201,1.06003,2.1033
3.27488,0.202758,0.695213,0.69237
3.28489,0.155772,0.421677,-0.348205
3.29491,-0.0800557,0.316482,-1.21281
3.30492,-0.327405,0.448162,-1.8115
3.31494,-0.594058,0.654063,-2.2869
3.32495,-0.741002,0.860412,-2.42591
3.33497,-0.700001,0.891836,-2.21597
3.34498,-0.405665,0.687881,-1.63942
3.355,-0.0888843,0.386961,-0.955132
3.36501,0.254981,-0.0330697,-0.165947
3.37503,0.410753,-0.317829,0.61381
3.38504,0.599744,-0.708082,1.41901
3.39506,0.680099,-0.982964,2.04673
3.40507,0.764345,-1.1757,2.47275
3.41509,0.781553,-1.1727,2.65201
3.4251,0.71676,-0.975483,2.5751
3.43512,0.703742,-0.826444,2.35274
3.44513,0.641942,-0.668278,2.01965
3.45515,0.600942,-0.487367,1.72801
3.46516,0.586427,-0.408359,1.33296
3.47518,0.577,-0.359278,0.994337
3.48519,0.53585,-0.291343,0.691322
3.49521,0.529266,-0.228047,0.394892
3.50522,0.407162,-0.19767,0.282963
3.51524,0.248397,-0.0661395,0.411202
3.52525,0.180163,0.1031,0.68803
3.53527,0.143651,0.312142,1.10372
3.54528,0.078709,0.688479,1.7916
3.5553,0.0815521,1.09504,2.70932
3.56531,0.141257,1.69224,3.99396
3.57533,0.11941,2.5121,5.83868
3.58534,0.117914,4.04409,8.20504
3.59536,-0.58942,5.85978,11.1273
3.60537,-1.17794,7.48648,14.5432
3.61539,-1.65663,9.25115,18.492
3.6254,-1.56101,10.1107,22.8094
3.63542,-1.12392,9.80121,27.6529
3.64543,1.08083,8.63943,32.7561
3.65545,5.37585,5.36942,37.0377
3.66546,9.14431,2.86974,39.9786
3.67548,11.3293,1.77185,40.5812
3.68549,10.4762,2.38551,39.3077
3.69551,6.6129,5.14392,36.0288
3.70552,3.24547,7.47571,31.3971
3.71554,1.38115,8.53065,27.1953
3.72555,0.74175,8.25008,23.5383
3.73557,0.745191,7.28971,20.6017
3.74558,0.921314,6.19048,18.1887
3.7556,0.821656,5.18896,15.7339
3.76561,0.241813,4.3266,12.9381
3.77563,-0.460433,3.62346,10.1409
3.78564,-0.966654,2.97508,7.41735
3.79566,-1.19051,2.40526,5.0287
3.80567,-1.19754,1.91625,3.06965
3.81569,-1.03893,1.51702,1.5052
3.8257,-0.890489,1.12512,0.187196
3.83572,-0.750129,0.903807,-0.948847
3.84573,-0.682045,0.842755,-1.78008
3.85575,-0.743545,0.738607,-2.39703
3.86576,-0.75806,0.850386,-2.66473
3.87578,-0.685786,0.958424,-2.43444
3.88579,-0.543331,1.06616,-1.80761
3.89581,-0.231488,0.915179,-1.11973
3.90582,0.212335,0.684289,-0.277127
3.91584,0.659001,0.557098,0.577
3.92585,1.01454,0.133626,1.41736
3.93587,1.25875,-0.25154,2.04239
3.94588,1.31411,-0.471655,2.41693
3.95589,1.26114,-0.707184,2.61954
3.96591,1.19814,-0.775717,2.70379
3.97592,1.04776,-0.709129,2.59111
3.98594,0.895427,-0.563981,2.43863
3.99595,0.779758,-0.399231,2.18964
4.00597,0.666333,-0.279372,1.90682
4.01598,0.578197,-0.231189,1.67234
4.026,0.524178,-0.223109,1.5254
4.03601,0.422425,-0.215776,1.37965
4.04603,0.380377,-0.231039,1.30274
4.05604,0.309898,-0.256328,1.20637
4.06606,0.233733,-0.229992,1.08352
4.07607,0.171185,-0.282365,0.994187
4.08609,0.0854426,-0.315434,0.932836
4.0961,0.0478838,-0.341322,0.998676
4.10612,-0.070479,-0.288799,1.30513
4.11613,-0.19363,-0.216375,2.05317
4.12615,-0.121954,0.181659,3.11813
4.13616,-0.0643438,0.976231,4.21407
4.14618,0.141257,1.93002,6.26455
4.15619,0.109534,3.68511,9.0011
4.16621,0.130034,5.78451,13.037
4.17622,0.329201,7.15399,17.8913
4.18624,1.1332,7.498,22.7628
4.19625,1.81973,7.48753,27.3597
4.20627,2.88605,7.05942,31.3262
4.21628,4.93637,6.28535,35.5236
4.2263,7.07887,4.95986,38.416
4.23631,8.324,3.8331,39.4067
4.24633,8.19785,3.36593,38.788
4.25634,6.89152,3.60206,36.7866
4.26636,5.30612,4.33917,33.7747
4.27637,3.66191,5.0251,29.9467
4.28639,2.21343,5.6868,26.0013
4.2964,1.14727,6.00433,22.6936
4.30642,0.43679,5.74935,19.4978
4.31643,-0.171633,5.09813,16.51
4.32645,-0.750429,4.46157,13.7774
4.33646,-1.01499,3.68511,10.9783
4.34648,-1.11734,2.90161,8.21027
4.35649,-1.02112,2.40227,5.83165
4.36651,-0.689377,1.96623,3.69947
4.37652,-0.442027,1.64421,1.92029
4.38654,-0.330997,1.35586,0.369004
4.39655,-0.441429,1.10462,-0.985059
4.40657,-0.819112,0.952289,-2.06274
4.41658,-1.23376,1.02636,-2.78459
4.4266,-1.47392,1.05464,-3.24128
4.43661,-1.54695,1.14338,-3.2537
4.44663,-1.61174,1.18931,-2.85163
4.45664,-1.35361,0.996581,-1.98059
4.46666,-0.953636,0.834076,-1.04297
4.47667,-0.410753,0.553357,0.0662891
4.48669,0.184951,0.143053,0.996282
4.4967,0.567872,-0.202459,1.63194
4.50672,0.841558,-0.376636,2.07486
4.51673,0.983713,-0.634759,2.26416
4.52675,1.06392,-0.808189,2.34167
4.53676,1.04551,-0.814773,2.35962
4.54678,1.00391,-0.724093,2.38641
4.55679,1.0081,-0.594657,2.30471
4.56681,0.923858,-0.462079,2.13292
4.57682,0.801006,-0.35449,1.96204
4.58684,0.568321,-0.274135,1.74911
4.59685,0.419582,-0.265306,1.59648
4.60686,0.337431,-0.24316,1.45552
4.61688,0.258124,-0.219068,1.41571
4.62689,0.218021,-0.20605,1.39192
4.63691,0.266952,-0.12779,1.42454
4.64692,0.44921,-0.176571,1.57912
4.65694,0.594208,-0.128538,1.73444
4.66695,0.632216,0.00433947,2.10569
4.67697,0.613661,-0.0206499,2.67551
4.68698,0.309449,0.0858915,3.71728
4.697,-0.0119709,0.480634,5.22337
4.70701,0.324113,0.746239,7.40598
4.71703,0.596153,1.28014,10.3538
4.72704,0.278025,3.21869,13.6777
4.73706,-0.257226,4.4912,17.5669
4.74707,-0.541985,4.81471,21.7823
4.75709,-0.47375,5.41955,26.1885
4.7671,0.135721,5.25584,30.2491
4.77712,0.734867,5.19165,34.0665
4.78713,1.59019,4.59221,37.042
4.79715,2.62044,3.62256,38.9357
4.80716,3.44599,2.83083,39.2191
4.81718,3.95685,2.31264,38.4046
4.82719,3.81963,2.61311,36.1343
4.83721,3.08057,3.48564,32.868
4.84722,2.65486,4.14359,29.1039
4.85724,2.27628,4.70668,25.1248
4.86725,1.67743,5.17399,21.3137
4.87727,0.846645,5.23804,18.0118
4.88728,-0.0375588,4.96301,15.0387
4.8973,-0.683391,4.42716,12.6172
4.90731,-1.0105,3.6893,10.5949
4.91733,-0.982067,2.91493,8.72248
4.92734,-0.831831,2.12858,6.94001
4.93736,-0.542284,1.4621,5.21724
4.94737,-0.299872,0.937924,3.44659
4.95739,-0.277427,0.622489,1.76422
4.9674,-0.332792,0.377833,0.395041
4.97742,-0.562036,0.240915,-0.876124
4.98743,-0.613212,0.412698,-1.62999
4.99745,-0.690574,0.451754,-2.41619
5.00746,-0.955581,0.405217,-2.83831
5.01748,-1.08247,0.384417,-2.94246
5.02749,-1.09968,0.223557,-2.96431
5.03751,-0.968001,-0.0799061,-2.76484
5.04752,-0.803251,-0.289547,-2.19712
5.05754,-0.549915,-0.442327,-1.46494
5.06755,-0.452801,-0.5149,-0.842306
5.07757,-0.199017,-0.665435,-0.246602
5.08758,0.0688329,-0.856821,0.413896
5.0976,0.350449,-0.818813,0.576102
5.10761,0.505922,-0.94346,0.93523
5.11763,0.541087,-0.673515,0.869689
5.12764,0.532258,-0.464622,0.79532
5.13766,0.457889,-0.263211,0.621591
5.14767,0.441578,-0.171783,0.497094
