time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
1.79303,-6.3675,-6.29118,0.403122
1.80304,-6.3265,-6.39757,0.393994
1.81306,-6.27008,-6.49289,0.37065
1.82308,-6.21472,-6.55679,0.30481
1.83309,-6.25916,-6.74129,0.171334
1.84311,-6.33488,-6.94599,0.072125
1.85313,-6.39279,-7.12316,0.0103249
1.86314,-6.51908,-7.24227,-0.10714
1.87316,-6.57938,-7.27864,-0.227598
1.88318,-6.65255,-7.22686,-0.33788
1.89319,-6.76792,-7.19798,-0.454896
1.90321,-6.98595,-7.18436,-0.522681
1.91323,-7.20337,-7.1507,-0.5562
1.92325,-7.42842,-7.16147,-0.621143
1.93326,-7.6228,-7.08022,-0.632066
1.94328,-7.81194,-7.01108,-0.682793
1.9533,-8.02413,-7.03667,-0.758808
1.96331,-8.447,-7.36991,-1.02726
1.97333,-8.92793,-7.86087,-1.22268
1.98335,-9.08939,-7.9312,-1.15041
1.99336,-9.14925,-7.7467,-1.01289
2.00338,-9.26851,-7.76106,-0.965607
2.0134,-9.42712,-7.91699,-0.869689
2.02341,-9.6405,-8.18124,-0.858018
2.03343,-9.76261,-8.3864,-0.806842
2.04345,-9.71397,-8.25891,-0.628175
2.05347,-9.56628,-7.91609,-0.345661
2.06348,-9.36173,-7.46912,-0.0233433
2.0735,-9.10166,-6.9442,0.199466
2.08352,-8.88005,-6.37932,0.267401
2.09353,-8.62746,-5.83928,0.208444
2.10355,-8.37113,-5.376,0.0474349
2.11357,-8.12244,-5.06341,-0.219368
2.12358,-7.91055,-4.89791,-0.53151
2.1336,-7.78246,-4.96271,-0.850685
2.14362,-7.73024,-5.0468,-1.13904
2.15363,-7.75268,-5.14362,-1.32937
2.16365,-7.79129,-5.20976,-1.43502
2.17367,-7.78201,-5.21425,-1.49308
2.18368,-7.82451,-5.26856,-1.5875
2.1937,-7.89245,-5.27994,-1.5447
2.20372,-7.97445,-5.22726,-1.43606
2.21374,-8.14832,-5.17773,-1.31905
2.22375,-8.26998,-5.16861,-1.19455
2.23377,-8.36186,-5.15798,-0.981169
2.24379,-8.40779,-5.21514,-0.788586
2.2538,-8.45792,-5.21484,-0.61396
2.26382,-8.5079,-5.23714,-0.515349
2.27384,-8.58003,-5.22038,-0.531809
2.28385,-8.58003,-5.22038,-0.531809
2.29387,-8.63075,-5.20407,-0.683391
2.30389,-8.66008,-5.21395,-0.857718
2.3139,-8.6954,-5.27949,-1.03968
2.32392,-8.77186,-5.4188,-1.2372
2.33394,-8.92105,-5.64146,-1.29421
2.34396,-9.04824,-5.90647,-1.35122
2.35397,-9.08206,-6.01121,-1.42215
2.36399,-9.12276,-6.05984,-1.40419
2.37401,-9.06006,-5.97515,-1.43307
2.38402,-8.92973,-5.8303,-1.46285
2.39404,-8.7958,-5.63233,-1.45372
2.40406,-8.63045,-5.43616,-1.48185
2.41407,-8.45044,-5.35999,-1.53363
2.42409,-8.26654,-5.35625,-1.59722
2.43411,-8.06183,-5.35206,-1.62416
2.44412,-7.94557,-5.43242,-1.64331
2.45414,-7.82242,-5.56634,-1.63987
2.46416,-7.71079,-5.73528,-1.63433
2.47418,-7.65422,-5.99236,-1.6273
2.48419,-7.54394,-6.1188,-1.627
2.49421,-7.47735,-6.20035,-1.68312
2.50423,-7.43336,-6.26769,-1.66965
2.51424,-7.41795,-6.2825,-1.64421
2.52426,-7.3554,-6.27023,-1.60875
2.53428,-7.34193,-6.29732,-1.54874
2.54429,-7.32757,-6.37199,-1.48874
2.55431,-7.27923,-6.44306,-1.43981
2.56433,-7.26607,-6.49918,-1.3991
2.57434,-7.23135,-6.56786,-1.33656
2.58436,-7.20546,-6.58642,-1.26249
2.59438,-7.21354,-6.62338,-1.25171
2.60439,-7.17045,-6.57594,-1.22523
2.61441,-7.09488,-6.54347,-1.21266
2.62443,-7.02829,-6.48511,-1.23525
2.63445,-6.92654,-6.38186,-1.23705
2.64446,-6.85935,-6.35253,-1.25111
2.65448,-6.68877,-6.21397,-1.26623
2.6645,-6.62622,-6.1586,-1.30034
2.67451,-6.62622,-6.1586,-1.30034
2.68453,-6.57235,-6.06478,-1.34179
2.69455,-6.53329,-6.05057,-1.35481
2.70456,-6.47658,-6.0383,-1.40973
2.71458,-6.4911,-6.03351,-1.46031
2.7246,-6.52282,-6.10877,-1.44639
2.73461,-6.56322,-6.21292,-1.44115
2.74463,-6.60377,-6.28789,-1.42948
2.75465,-6.69071,-6.25796,-1.4416
2.76467,-6.7983,-6.21906,-1.45941
2.77468,-6.85786,-6.13317,-1.47901
2.7847,-6.97412,-6.13317,-1.55697
2.79472,-7.088,-6.14409,-1.63897
2.80473,-7.18751,-6.16594,-1.67099
2.81475,-7.24646,-6.23267,-1.66007
2.82477,-7.35031,-6.24973,-1.59663
2.83478,-7.45177,-6.27652,-1.49412
2.8448,-7.49696,-6.25811,-1.38444
2.85482,-7.54888,-6.20454,-1.30962
2.86483,-7.61307,-6.1595,-1.31411
2.87485,-7.7654,-6.33577,-1.4404
2.88487,-8.00737,-6.82209,-1.74506
2.89488,-8.29602,-7.36198,-2.03072
2.9049,-8.42889,-7.6415,-2.15342
2.91492,-8.47678,-7.70914,-2.23932
2.92494,-8.53648,-7.57881,-2.24859
2.93495,-8.60816,-7.35106,-2.15881
2.94497,-8.73161,-7.04535,-2.14804
2.95499,-8.84952,-6.79276,-2.15283
2.965,-8.91447,-6.57923,-2.1226
2.97502,-8.91447,-6.33832,-2.04284
2.98504,-8.86643,-6.11551,-1.91296
2.99505,-8.85192,-5.92143,-1.7524
3.00507,-8.81211,-5.70894,-1.63463
3.01509,-8.76258,-5.50574,-1.52914
3.0251,-8.7349,-5.33635,-1.41736
3.03512,-8.68373,-5.21724,-1.34524
3.04514,-8.57763,-5.10606,-1.29271
3.05516,-8.52137,-5.05219,-1.2966
3.06517,-8.43697,-5.03109,-1.28508
3.07519,-8.32804,-5.05982,-1.31471
3.08521,-8.23841,-5.17564,-1.31411
3.09522,-8.18184,-5.29191,-1.32234
3.10524,-8.14309,-5.47237,-1.28209
3.11526,-8.14309,-5.47237,-1.28209
3.12527,-8.12767,-5.56903,-1.2782
3.13529,-8.07994,-5.59343,-1.26443
3.14531,-8.06243,-5.62844,-1.26249
3.15532,-8.00632,-5.67079,-1.26024
3.16534,-7.93375,-5.67752,-1.24647
3.17536,-7.85653,-5.64415,-1.23929
3.18538,-7.74984,-5.61033,-1.22463
3.19539,-7.63058,-5.6253,-1.1944
3.20541,-7.52943,-5.62365,-1.13993
3.21543,-7.41705,-5.66076,-1.03579
3.22544,-7.36333,-5.71508,-0.818514
3.23546,-7.31634,-5.77688,-0.740852
3.24548,-7.31993,-5.84063,-0.698505
3.25549,-7.27235,-5.91395,-0.678453
3.26551,-7.24422,-6.02453,-0.714815
3.27553,-7.19903,-6.17042,-0.724093
3.28554,-7.18122,-6.31123,-0.750429
3.29556,-7.18631,-6.39473,-0.786042
3.30558,-7.2333,-6.46117,-0.752224
3.31559,-7.29016,-6.48257,-0.700749
3.32561,-7.34388,-6.53943,-0.664687
3.33563,-7.65138,-6.7998,-0.523579
3.34565,-7.65138,-6.7998,-0.523579
3.35566,-7.74475,-6.88584,-0.513254
3.36568,-7.86641,-6.94943,-0.516397
3.3757,-7.93494,-6.93881,-0.522382
3.38571,-8.03086,-6.81431,-0.4531
3.39573,-8.09012,-6.58911,-0.322467
3.40575,-8.13127,-6.35178,-0.216076
3.41576,-8.10987,-6.15636,-0.131232
3.42578,-7.98492,-5.89584,0.000299274
3.4358,-7.98492,-5.89584,0.000299274
3.44581,-7.87344,-5.85245,0.0981618
3.45583,-7.85563,-5.92352,0.108187
3.46585,-7.85563,-5.92352,0.108187
3.47587,-7.70764,-6.08319,-0.0374092
3.48588,-7.70764,-6.08319,-0.0374092
3.4959,-7.64076,-6.15456,-0.160411
3.50592,-7.53781,-6.29462,-0.395341
3.51593,-7.53781,-6.29462,-0.395341
3.52595,-7.64076,-6.57759,-0.529116
3.53597,-7.64076,-6.57759,-0.529116
3.54598,-7.67592,-6.64612,-0.573558
3.556,-7.62819,-6.68727,-0.528368
3.56602,-7.58853,-6.66617,-0.484674
3.57603,-7.53347,-6.63056,-0.522681
3.58605,-7.53347,-6.63056,-0.522681
3.59607,-7.51222,-6.56517,-0.558295
3.60609,-7.50638,-6.48242,-0.614559
3.6161,-7.51207,-6.30585,-0.796218
3.62612,-7.51207,-6.30585,-0.796218
3.63614,-7.61637,-6.3434,-0.907248
3.64615,-7.61637,-6.3434,-0.907248
3.65617,-7.7259,-6.55963,-0.992691
3.66619,-7.81344,-6.6355,-1.06916
3.6762,-7.8712,-6.74398,-1.13096
3.68622,-7.88646,-6.76897,-1.17046
3.69624,-7.88646,-6.76897,-1.17046
3.70625,-7.95275,-6.97757,-1.20503
3.71627,-8.08248,-7.21534,-1.26428
3.72629,-8.43638,-7.75583,-1.47048
3.7363,-8.81122,-8.53065,-1.72456
3.74632,-9.22227,-9.25848,-1.85056
3.75634,-9.28901,-9.68225,-1.65424
3.76636,-9.05737,-9.49775,-1.25306
3.77637,-9.05737,-9.49775,-1.25306
3.78639,-8.74268,-8.89232,-0.855474
3.79641,-7.98462,-7.25799,-0.133027
3.80642,-7.58464,-6.47389,-0.0808039
3.81644,-7.26816,-5.84841,-0.210389
3.82646,-7.26816,-5.84841,-0.210389
3.83647,-6.52881,-5.10486,-0.813426
3.84649,-6.29313,-4.97857,-1.08921
3.85651,-6.08259,-4.83611,-1.32174
3.86652,-5.91679,-4.74708,-1.57388
3.87654,-5.91679,-4.74708,-1.57388
3.88656,-5.84616,-4.68932,-1.81914
3.89658,-5.86337,-4.60088,-2.0804
3.90659,-6.01824,-4.52367,-2.38222
3.91661,-6.11461,-4.52726,-2.4102
