time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
2.35634,0.705238,1.20951,3.8738
2.36636,1.03489,0.815521,3.52051
2.37639,1.67907,0.352844,3.22213
2.38642,1.90353,0.123151,2.86749
2.39644,1.87196,0.231937,2.56597
2.40647,1.97775,0.462827,2.39913
2.4165,2.71067,0.777064,2.64902
2.42652,3.64037,1.22867,2.93767
2.43655,4.28425,1.59812,2.77621
2.44658,5.11563,1.39731,2.46811
2.45661,5.47671,0.776765,2.1226
2.46663,5.46474,-0.131082,2.72893
2.47666,5.48464,-0.275182,3.87799
2.48669,6.02528,0.0233433,3.60655
2.49671,6.26096,0.409406,2.20086
2.50674,6.22325,0.660347,1.30468
2.51677,6.64028,0.738907,1.50654
2.52679,6.92011,0.689975,1.34374
2.53682,7.17179,0.707034,0.884054
2.54685,7.38967,0.588671,0.448462
2.55687,7.75568,0.458936,0.182258
2.5669,8.23721,0.417337,0.072125
2.57693,8.82693,0.445319,-0.00433947
2.58696,9.34258,0.269496,-0.111479
2.59698,9.93918,-0.100257,-0.24735
2.60701,10.6139,-0.348654,-0.529565
2.61704,11.2314,-0.688629,-0.803251
2.62706,11.6534,-1.10627,-0.970694
2.63709,11.8919,-1.36768,-1.08636
2.64712,12.0182,-1.57732,-1.20173
2.65714,12.1487,-1.86492,-1.28598
2.66717,12.3344,-2.23932,-1.40494
2.6772,12.6481,-2.56478,-1.58825
2.68723,13.0217,-3.04795,-1.76362
2.69725,13.3765,-3.52799,-1.95231
2.70728,13.6042,-3.80646,-2.01321
2.71731,13.8853,-4.06743,-2.05436
2.72733,14.1761,-4.40306,-2.07412
2.73736,14.5154,-4.74977,-2.06858
2.74739,14.9451,-5.09065,-2.07067
2.75741,15.4337,-5.45217,-2.04135
2.76744,15.9368,-5.82042,-2.07666
2.77747,16.2854,-6.10848,-1.98374
2.7875,16.5355,-6.23821,-1.86896
2.79752,16.8335,-6.4073,-1.76422
2.80755,17.0942,-6.67784,-1.67683
2.81758,17.1298,-6.77211,-1.54261
2.8276,17.1032,-6.81341,-1.42245
2.83763,17.0444,-6.86519,-1.26264
2.84766,17.2364,-7.09683,-1.25141
2.85768,17.3532,-7.49022,-1.28418
2.86771,17.1837,-7.73263,-1.31082
2.87774,16.6238,-7.5836,-1.21266
2.88776,15.5419,-6.64328,-0.963512
2.89779,14.2535,-5.84467,-0.715264
2.90782,13.2194,-4.99278,-0.725888
2.91785,12.2789,-4.02149,-0.494699
2.92787,11.1979,-3.19983,-0.45744
2.9379,10.2049,-2.51929,-0.746538
2.94793,9.51077,-2.17617,-0.826145
2.95795,9.23499,-1.94648,-0.921314
2.96798,9.01652,-1.9167,-1.14667
2.97801,9.22047,-1.73758,-1.15146
2.98803,9.20611,-1.53333,-1.01992
2.99806,9.11318,-1.50101,-1.03055
3.00809,9.44493,-1.71274,-1.0518
3.01812,9.44867,-1.90652,-0.98476
3.02814,9.31609,-1.95186,-0.853977
3.03817,9.93409,-1.9149,-0.352245
3.0482,10.7507,-1.87001,0.0427961
3.05822,11.3015,-1.6897,0.270094
3.06825,11.5635,-1.39806,0.378581
3.07828,11.3102,-1.21326,0.396388
3.0883,10.6919,-1.15265,0.585379
3.09833,10.1831,-1.12467,0.802502
3.10836,9.97868,-1.02411,1.0515
3.11838,9.92556,-0.849638,1.35152
3.12841,9.68884,-0.5975,1.65064
3.13844,9.32043,-0.306007,2.13442
3.14847,8.97312,0.102801,2.40182
3.15849,8.52721,0.501134,2.4934
3.16852,8.33941,0.739805,2.75137
3.17855,8.02009,0.682494,3.32583
3.18857,7.51371,0.592861,3.60759
3.1986,7.14052,0.639997,3.74092
3.20863,6.76239,0.615756,3.85839
3.21865,6.41643,0.428859,3.7309
3.22868,6.14169,0.293139,3.53682
3.23871,5.83778,0.331146,3.62959
3.24874,5.4405,0.412698,4.04453
3.25876,5.10127,0.483776,4.50691
3.26879,4.86799,0.527769,5.58998
3.27882,5.05309,0.510711,7.00495
3.28884,5.67737,0.679202,8.53948
3.29887,6.12913,0.632665,8.22599
3.3089,6.28819,0.185849,6.17581
3.31892,6.41777,-0.275781,4.6754
3.32895,6.32575,-0.305858,4.71775
3.33898,5.92188,-0.0175075,5.57607
3.349,5.40413,0.575503,6.35433
3.35903,5.02017,0.836919,6.34804
3.36906,4.79781,0.824649,5.86771
3.37909,4.54282,0.911588,5.56125
3.38911,4.30281,1.24842,5.5849
3.39914,4.15826,1.67833,5.61108
3.40917,4.08913,2.13711,5.62949
3.41919,4.01356,2.51689,5.55706
3.42922,4.12474,2.6568,5.37645
3.43925,4.2648,2.82679,5.40413
3.44927,4.22051,3.16437,5.63847
3.4593,4.23263,3.65308,6.2424
3.46933,4.25208,4.22889,6.62412
3.47936,4.2663,4.75396,6.13691
3.48938,4.17247,5.02481,5.1297
3.49941,4.0188,5.45681,4.56243
3.50944,3.85839,5.72107,5.07074
3.51946,4.25881,5.40877,6.28669
3.52949,4.66613,4.92994,6.88449
3.53952,5.03528,4.76878,7.12481
3.54954,5.37032,4.81082,7.38203
3.55957,5.37166,4.90255,7.50444
3.5696,5.18926,4.8602,7.7262
3.57962,5.04291,4.48836,7.88242
3.58965,4.92964,4.08583,7.93419
3.59968,4.70817,3.86228,8.23077
3.60971,4.5129,3.82292,8.76573
3.61973,4.48641,3.8723,9.25055
3.62976,4.66014,3.86542,9.58289
3.63979,4.5961,3.71339,9.93903
3.64981,4.51155,3.28603,9.90656
3.65984,4.5934,2.72504,9.39091
3.66987,4.61241,2.11257,8.71665
3.67989,4.47414,1.63568,8.27043
3.68992,4.39139,1.41242,7.98013
3.69995,3.7722,1.48425,8.15551
3.70998,3.3173,1.7494,8.68477
3.72,3.20672,1.73339,8.80328
3.73003,3.18068,1.71993,8.98315
3.74006,3.34438,1.80253,8.89606
3.75008,3.57722,1.92388,8.89352
3.76011,3.77175,1.80357,8.81077
3.77014,3.91106,1.57134,8.64243
3.78016,3.8943,1.52839,8.58452
3.79019,3.72686,1.51762,8.87616
3.80022,3.65398,1.46869,9.29409
3.81025,3.91091,1.38773,9.31639
3.82027,4.3697,1.30229,9.15897
3.8303,4.47698,1.32099,9.04211
3.84033,4.11501,1.25785,8.84488
3.85035,3.83265,1.26593,8.50835
3.86038,3.60131,1.26683,8.14294
3.87041,3.25685,1.1953,7.82675
3.88043,2.99872,1.11794,7.69717
3.89046,3.0077,1.15699,7.83798
3.90049,2.95024,1.15026,7.77124
3.91051,3.02581,0.925653,7.76525
3.92054,3.45048,0.691771,7.96726
3.93057,3.94218,0.605281,8.10613
3.9406,4.16679,0.532707,8.12902
3.95062,4.30101,0.502929,8.1793
3.96065,4.26345,0.585379,8.2016
3.97068,4.01745,0.800707,8.21461
3.9807,3.74287,0.965457,8.13411
3.99073,3.50375,1.17076,7.99001
4.00076,3.3788,1.37696,7.78351
4.01078,3.32239,1.40344,7.60275
4.02081,3.28528,1.40898,7.5399
4.03084,3.14267,1.15146,6.87985
4.04087,2.97643,1.4832,7.81329
4.05089,4.07102,1.19395,7.47526
4.06092,4.5931,0.501283,7.7871
4.07095,4.86035,0.489163,8.28614
4.08097,4.98635,0.566525,8.60786
4.091,5.07778,0.533006,8.65275
4.10103,5.03932,0.569518,8.63434
4.11105,5.0058,0.781104,8.28674
4.12108,4.79347,0.959771,8.28853
4.13111,4.7571,1.14083,8.16209
4.14113,4.81097,1.16567,7.96696
4.15116,5.00266,1.07888,7.94377
4.16119,5.36538,0.928646,7.99315
4.17122,5.8493,0.65122,8.10089
4.18124,6.10803,0.344464,7.98896
4.19127,6.23417,0.441878,8.13261
4.2013,6.22564,0.437239,8.00527
4.21132,6.2213,0.412399,7.77708
4.22135,5.58983,0.358231,6.91621
4.23138,5.41581,1.10701,7.77124
4.2414,6.73665,0.767936,7.03637
4.25143,7.54783,-0.117016,7.3744
4.26146,8.47887,-0.422724,7.88451
4.27149,9.2929,-0.843353,8.16718
4.28151,9.80361,-1.15205,8.23287
4.29154,10.0445,-1.28927,8.11825
4.30157,10.3567,-1.47258,7.75493
4.31159,10.478,-1.7497,7.50908
4.32162,10.3625,-1.84996,7.3548
4.33165,10.2236,-1.95111,7.19723
4.34167,10.0011,-2.0409,7.21773
4.3517,10.264,-2.07831,7.45685
4.36173,10.9046,-2.13068,8.04328
4.37175,11.468,-2.20265,8.2595
4.38178,11.8481,-2.18619,7.84621
4.39181,11.6578,-2.01785,7.63088
